Project ID,Project Name,Project Start Date,Project Completion Date,Extended Affordability Only,Prevailing Wage Status,Planned Tax Benefit,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,Senior Units
70003,350 RUTLAND ROAD,2020-06-27T00:00:00.000,2020-10-22T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,2,0,2,0,2,6,0
68410,272 EAST 7TH STREET,2020-06-26T00:00:00.000,2020-06-26T00:00:00.000,Yes,Non Prevailing Wage,Article XI,21,0,0,0,0,0,21,0,21,21,0
69945,CONFIDENTIAL,2020-06-26T00:00:00.000,2020-06-26T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
70000,26-26 18TH STREET,2020-06-26T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,7,0
70001,3506 & 3508 FARRAGUT ROAD,2020-06-26T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,16,0
69943,CONFIDENTIAL,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69998,1044 BEDFORD AVENUE,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,8,0,8,0,8,24,0
69999,938 BUSHWICK AVENUE,2020-06-25T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69997,3512/3514 FARRAGUT APARTMENTS,2020-06-24T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,16,0
69996,290 UNION AVENUE,2020-06-23T00:00:00.000,2020-08-20T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,8,0,8,0,8,25,0
69995,102 CENTRAL AVENUE,2020-06-22T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69941,CONFIDENTIAL,2020-06-19T00:00:00.000,2020-06-19T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69994,1255 BEDFORD AVENUE,2020-06-19T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,4,0,4,0,4,12,0
67691,CATHOLIC CHARITIES. 23-11 31ST ROAD. CATHERINE SHERIDAN II,2020-06-18T00:00:00.000,,No,Prevailing Wage,420c,102,0,0,0,0,1,103,0,103,103,102
69992,24 CEDAR STREET,2020-06-17T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69993,3053 VILLA AVENUE,2020-06-17T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,13,0,13,0,13,43,0
69990,3128 HENRY HUDSON PARKWAY EAST,2020-06-16T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,14,0,14,0,14,46,0
69991,594 & 596 POWELL STREET,2020-06-16T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,14,0
69988,186 GREENPOINT AVENUE,2020-06-15T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69989,312 97TH STREET,2020-06-15T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,15,0
69942,CONFIDENTIAL,2020-06-12T00:00:00.000,2020-06-12T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69987,1489-1495 BROOKLYN AVENUE,2020-06-11T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,16,0
69986,THE HYLAND,2020-06-08T00:00:00.000,2020-06-08T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,8,0,8,0,8,26,0
69984,156-160 ERASMUS STREET,2020-06-05T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,20,0
69985,1709 PARK PLACE,2020-06-05T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69982,436 LAFAYETTE AVENUE,2020-06-03T00:00:00.000,2020-06-03T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69983,703 HART STREET,2020-06-03T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,8,0,8,0,8,24,0
69980,1515 PARK PLACE APARTMENTS,2020-06-02T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,16,0,16,0,16,52,0
69981,18A BLEECKER STREET,2020-06-02T00:00:00.000,2020-06-02T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69978,221 EAST 105TH STREET,2020-06-01T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,7,0,7,0,7,23,0
69979,739 AND 741 FENIMORE STREET,2020-06-01T00:00:00.000,2020-09-23T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,13,0
69977,893 WILLOUGHBY AVENUE,2020-05-29T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69975,124 ERASMUS STREET,2020-05-27T00:00:00.000,2020-05-27T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69976,379 HARMAN STREET,2020-05-27T00:00:00.000,2020-05-27T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,10,0,10,0,10,32,0
69974,555 GRAND STREET,2020-05-26T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,4,0,4,0,4,12,0
69973,2543 CRUGER AVENUE,2020-05-21T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,15,0
69972,746 EAST 214TH STREET,2020-05-20T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69971,83 STOCKHOLM STREET,2020-05-19T00:00:00.000,2020-05-19T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69969,1098 MADISON STREET,2020-05-18T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69970,2245 CRESTON AVENUE,2020-05-18T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,16,0
69967,325 GATES AVENUE,2020-05-15T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,15,0,15,0,15,48,0
69968,93 LINDEN STREET,2020-05-15T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,21,0,21,0,21,68,0
68921,39-40 30TH STREET,2020-05-14T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,19,0,0,0,19,0,19,103,0
69965,2155 CATON AVENUE,2020-05-14T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,9,0,9,0,9,30,0
69966,2338 2ND AVENUE,2020-05-14T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,9,0,9,0,9,30,0
69963,1431 VYSE AVENUE,2020-05-13T00:00:00.000,2020-09-09T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,4,0,4,0,4,12,0
69964,85 RUTLEDGE STREET,2020-05-13T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69361,540 WAVERLY,2020-05-11T00:00:00.000,,No,Non Prevailing Wage,,0,0,34,0,0,0,34,0,34,134,0
69962,2513 WALLACE AVENUE,2020-05-06T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69961,486 EAST 28TH STREET,2020-05-04T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,7,0,7,0,7,22,0
69960,217 BOERUM STREET,2020-04-20T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69958,102 SOMERS STREET,2020-04-14T00:00:00.000,2020-04-14T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69959,EAST 142ND STREET APARTMENTS,2020-04-14T00:00:00.000,2020-08-17T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,16,0
69956,1597 LINCOLN PLACE,2020-04-13T00:00:00.000,2020-04-13T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,9,0
69957,THE URBAN,2020-04-13T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,31,0,31,0,31,103,0
69954,209-211-213 TROY AVENUE APARTMENTS,2020-04-10T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,9,0,9,0,9,24,0
69955,210 PARKVILLE AVENUE,2020-04-10T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,13,0,13,0,13,43,0
69953,ONE LIC APARTMENTS,2020-04-09T00:00:00.000,2020-04-09T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,33,0,33,0,33,110,0
69952,277 MILFORD STREET,2020-04-08T00:00:00.000,2020-04-08T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,2,0,2,0,2,6,0
69950,2120 DALY AVENUE,2020-04-03T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,7,0,7,0,7,21,0
69951,610 MYRTLE AVENUE,2020-04-03T00:00:00.000,2020-04-03T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,20,0
69948,3055 VALENTINE AVENUE,2020-04-02T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,9,0,9,0,9,30,0
69949,81 STARR STREET,2020-04-02T00:00:00.000,2020-04-02T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
66574,388 RICHMOND TERRACE.HPO.FY20,2020-04-01T00:00:00.000,2020-04-01T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,2,99,20,0,1,122,0,122,122,0
67896,PROSPECT PARK SOUTH PORTFOLIO.HPO.FY20,2020-04-01T00:00:00.000,2020-04-01T00:00:00.000,Yes,Non Prevailing Wage,Article XI,2,88,154,130,6,4,384,0,384,384,0
64390,COOPER SQUARE MHA - PHASE 1.GHPP.FY20,2020-03-31T00:00:00.000,,No,Non Prevailing Wage,Article XI,203,124,0,0,0,0,35,292,327,327,0
70538,VITAL BROOKLYN-BROOKDALE,2020-03-31T00:00:00.000,,No,Non Prevailing Wage,420c,10,55,94,0,0,1,160,0,160,160,0
68530,COOP CITY.HRP.FY20,2020-03-30T00:00:00.000,,No,Non Prevailing Wage,Article II,0,10590,4782,0,0,0,0,15372,15372,15372,0
69757,88-56 162ND STREET,2020-03-27T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,16,0,16,0,16,16,0
69756,15 HUNTERFLY PLACE,2020-03-26T00:00:00.000,2020-07-10T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69755,701 QUINCY STREET,2020-03-24T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,2,0,2,0,2,6,0
69775,102 QUINCY STREET,2020-03-24T00:00:00.000,2020-03-24T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,7,0
69754,1705 EAST 17TH STREET,2020-03-20T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,11,0,11,0,11,35,0
69753,710 GRAND STREET,2020-03-17T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,2,0,2,0,2,6,0
69752,836 MONROE STREET,2020-03-16T00:00:00.000,2020-06-26T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,7,0
69750,146 ERASMUS STREET,2020-03-13T00:00:00.000,2020-08-21T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69751,2006 LEXINGTON AVENUE,2020-03-13T00:00:00.000,2020-03-13T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69749,755 & 765 BEDFORD AVENUE,2020-03-12T00:00:00.000,2020-03-12T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,9,0,9,0,9,27,0
69748,416 LENOX AVENUE,2020-03-09T00:00:00.000,2020-09-21T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,4,0,4,0,4,12,0
69800,CONFIDENTIAL,2020-03-09T00:00:00.000,2020-03-09T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69801,CONFIDENTIAL,2020-03-09T00:00:00.000,2020-03-09T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69747,225 HOWARD AVENUE,2020-03-06T00:00:00.000,2020-03-06T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,2,0,2,0,2,6,0
69746,3-31 ST. NICHOLAS AVENUE,2020-03-05T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,18,0
69666,CONFIDENTIAL,2020-02-28T00:00:00.000,2020-02-28T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69668,CONFIDENTIAL,2020-02-28T00:00:00.000,2020-02-28T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69745,THE MILO,2020-02-28T00:00:00.000,2020-02-28T00:00:00.000,No,Non Prevailing Wage,421a,0,0,7,0,0,0,7,0,7,35,0
69744,3603 BARNES AVENUE,2020-02-27T00:00:00.000,2020-10-09T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69743,1603 LINCOLN PLACE APARTMENTS,2020-02-24T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,4,0,4,0,4,13,0
69672,CONFIDENTIAL,2020-02-21T00:00:00.000,2020-02-21T00:00:00.000,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
69673,CONFIDENTIAL,2020-02-21T00:00:00.000,2020-02-21T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69741,1315 REVEREND JAMES A POLITE AVENUE,2020-02-21T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,1,2,0,3,0,3,8,0
69742,1950 HOBART AVENUE,2020-02-21T00:00:00.000,2020-02-21T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,9,0
69736,336/338 EAST 28TH STREET,2020-02-14T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,13,0
69737,481 EAST 21ST STREET,2020-02-14T00:00:00.000,2020-05-15T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69670,CONFIDENTIAL,2020-02-12T00:00:00.000,2020-02-12T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69671,CONFIDENTIAL,2020-02-12T00:00:00.000,2020-02-12T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69735,216 BOERUM STREET APARTMENTS,2020-02-12T00:00:00.000,2020-02-12T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
63326,469 TOMPKINS AVE.GHPP.FY20,2020-02-11T00:00:00.000,,No,Non Prevailing Wage,J-51 Enriched,0,0,5,1,0,0,6,0,6,6,0
69733,312 & 314 KEAP STREET,2020-02-11T00:00:00.000,2020-02-11T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,13,0
69734,VICTORY HIGHLANDS,2020-02-11T00:00:00.000,2020-05-28T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,18,0
69732,1810 CROTONA PARK EAST APARTMENTS,2020-02-10T00:00:00.000,2020-03-11T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,7,0,7,0,7,23,0
69740,516 WEST 162 STREET APARTMENTS,2020-02-10T00:00:00.000,2020-02-10T00:00:00.000,No,Non Prevailing Wage,421a,0,0,4,0,0,0,4,0,4,20,0
69730,1600 EAST 19TH STREET,2020-02-07T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,7,0,7,0,7,22,0
69731,ALEXANDER LOFTS,2020-02-07T00:00:00.000,2020-09-28T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,9,0,9,0,9,22,0
69729,800 EMPIRE BOULEVARD APARTMENTS,2020-02-06T00:00:00.000,2020-07-21T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,11,0,11,0,11,35,0
69727,2365 ATLANTIC AVENUE,2020-02-04T00:00:00.000,2020-03-11T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69728,263 FRANKLIN AVENUE APARTMENTS,2020-02-04T00:00:00.000,2020-04-23T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,18,0
69726,194 LEXINGTON AVENUE,2020-02-03T00:00:00.000,2020-06-26T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69725,"DIME, THE",2020-01-28T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,19,35,0,54,0,54,177,0
69723,187 JOHNSON AVENUE,2020-01-27T00:00:00.000,2020-01-27T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69724,371 STOCKHOLM STREET,2020-01-27T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,9,0,9,0,9,27,0
69721,2019 UNION STREET,2020-01-24T00:00:00.000,2020-06-19T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69722,THE LOIS,2020-01-24T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,75,0,75,0,75,250,0
69719,1270 NEW YORK AVENUE,2020-01-23T00:00:00.000,2020-09-18T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,12,0,12,0,12,39,0
69720,770 EAST 214TH STREET APARTMENTS,2020-01-23T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69551,CONFIDENTIAL,2020-01-22T00:00:00.000,,No,Non Prevailing Wage,,0,0,4,0,0,0,0,4,4,4,1
69717,235 EAST 203RD STREET,2020-01-22T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,4,0,4,0,4,13,0
69718,594 BUSHWICK AVENUE,2020-01-22T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,20,0,20,0,20,64,0
69715,250 LENOX ROAD APARTMENTS,2020-01-21T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,8,0,8,0,8,24,0
69716,THE VITAGRAPH APARTMENTS,2020-01-21T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,91,0,91,0,91,302,0
69517,CONFIDENTIAL,2020-01-17T00:00:00.000,2020-01-17T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69713,31-19 37TH STREET APARTMENTS,2020-01-17T00:00:00.000,2020-02-28T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,12,0,12,0,12,38,0
69714,984 HALSEY STREET APARTMENTS,2020-01-17T00:00:00.000,2020-01-17T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69712,681 FRANKLIN AVENUE,2020-01-16T00:00:00.000,2020-01-16T00:00:00.000,No,Non Prevailing Wage,421a,0,0,2,0,0,0,2,0,2,9,0
69518,CONFIDENTIAL,2020-01-14T00:00:00.000,2020-01-14T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69710,486-488 LEFFERTS AVENUE APARTMENTS,2020-01-08T00:00:00.000,2020-03-07T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,18,0
69711,65-25 ROOSEVELT AVENUE,2020-01-08T00:00:00.000,2020-02-19T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69707,2096 STRAUSS STREET APARTMENTS,2020-01-07T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,2,0,2,0,2,6,0
69708,3103 WEBSTER AVENUE,2020-01-07T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,10,0,10,0,10,33,0
69709,THE RENNIE CONDOMINIUM,2020-01-07T00:00:00.000,2020-01-07T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,27,0,0,27,27,134,0
69705,311 WILSON AVENUE APARTMENTS,2020-01-06T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69706,PROSPECT PLAZA APARTMENTS,2020-01-06T00:00:00.000,2020-05-18T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,18,0
69703,303 SUMPTER STREET,2020-01-03T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69704,305 SUMPTER STREET,2020-01-03T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,9,0
68894,HP HUTCHINSON RIVER PARKWAY HDFC.HPO.FY20,2019-12-31T00:00:00.000,2019-12-31T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,0,44,0,0,0,44,0,44,44,0
67286,ROCKAWAY VILLAGE PHASE 1B (RITA STARK SITE),2019-12-30T00:00:00.000,,No,Non Prevailing Wage,420c,32,126,157,0,0,1,316,0,316,316,0
67693,680 ST. NICHOLAS AVENUE,2019-12-30T00:00:00.000,2019-12-30T00:00:00.000,Yes,Non Prevailing Wage,Article XI,85,16,5,5,0,1,112,0,112,112,0
68188,WEST 141ST STREET CLUSTER.PILLARS.FY20,2019-12-30T00:00:00.000,,No,Non Prevailing Wage,Article XI,2,6,65,15,0,1,89,0,89,89,0
68432,LINDEN PLAZA PRESERVATION LP.YR15.FY20,2019-12-27T00:00:00.000,,No,Non Prevailing Wage,J-51,6,228,1291,0,0,2,1527,0,1527,1527,0
69399,179 NORTH 7TH STREET APARTMENTS,2019-12-27T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,9,0
66720,J2,2019-12-24T00:00:00.000,,No,Non Prevailing Wage,Article XI,53,163,0,190,0,2,408,0,408,543,0
69397,254 EAST 28TH STREET,2019-12-24T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69398,FENIMORE STREET APARTMENTS,2019-12-24T00:00:00.000,2020-06-26T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,9,0,9,0,9,22,0
69355,GOODWILL TERRACE,2019-12-23T00:00:00.000,,No,Non Prevailing Wage,,0,0,0,201,0,1,202,0,202,202,0
69395,114 JEFFERSON STREET,2019-12-23T00:00:00.000,2020-05-15T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69396,HALSEY STREET APARTMENTS,2019-12-23T00:00:00.000,2020-03-26T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,20,0
51582,425 GRAND CONCOURSE,2019-12-20T00:00:00.000,,No,Non Prevailing Wage,Article XI,56,55,96,69,0,1,277,0,277,277,0
58780,DINSMORE CHESTNUT,2019-12-20T00:00:00.000,,No,Non Prevailing Wage,420c,104,115,55,0,0,1,275,0,275,275,0
64232,RADROC,2019-12-20T00:00:00.000,,No,Non Prevailing Wage,420c,25,101,126,0,0,1,253,0,253,253,0
66102,1613 REALTY LTD.GHPP.FY20,2019-12-20T00:00:00.000,,No,Non Prevailing Wage,J-51,1,9,21,0,0,1,32,0,32,32,0
66970,HUNTERS POINT SOUTH PARCELS F AND G,2019-12-20T00:00:00.000,,No,Non Prevailing Wage,Article XI,170,111,57,227,282,2,849,0,849,1132,98
67367,BEACH 21ST STREET,2019-12-20T00:00:00.000,,No,Non Prevailing Wage,Article XI,23,88,112,0,0,1,224,0,224,224,0
68080,980 WESTCHESTER AVE.,2019-12-20T00:00:00.000,,No,Non Prevailing Wage,420c,51,40,59,0,0,1,151,0,151,151,0
69339,CONFIDENTIAL,2019-12-20T00:00:00.000,2019-12-20T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69392,1266 OCEAN PARKWAY APARTMENTS,2019-12-20T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69393,1266 PACIFIC STREET APARTMENTS,2019-12-20T00:00:00.000,2019-12-20T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
49713,SOBRO. 988 WASHINGTON AVE. NEW ROADS PLAZA,2019-12-19T00:00:00.000,,No,Non Prevailing Wage,420c,57,0,37,0,0,1,95,0,95,95,0
65563,LES 278 HDFC.PLP.FY20 (278 EAST 7 STREET),2019-12-19T00:00:00.000,,No,Non Prevailing Wage,Article XI,1,14,2,0,0,0,0,17,17,17,0
68157,GREENPOINT LANDING D2,2019-12-19T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,83,0,83,0,83,302,0
68158,GREENPOINT LANDING D3,2019-12-19T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,76,0,32,0,108,0,108,108,0
69394,103-43 120TH STREET APARTMENTS,2019-12-19T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
48996,204 AVENUE A & 535 EAST 12TH STREET PROJECT,2019-12-18T00:00:00.000,,No,Non Prevailing Wage,Article XI,0,0,10,0,11,0,11,10,21,21,0
65306,MARCUS GARVEY PHASE I-BUILDING B + D,2019-12-18T00:00:00.000,,No,Non Prevailing Wage,420c,10,76,87,0,0,0,173,0,173,174,0
67130,COMMUNITY ACCESS. 1159 RIVER AVENUE,2019-12-18T00:00:00.000,,No,Non Prevailing Wage,420c,148,0,96,0,0,1,245,0,245,245,0
68210,COMUNILIFE. 3395-3401 THIRD AVENUE,2019-12-18T00:00:00.000,,No,Non Prevailing Wage,420c,90,29,28,0,0,1,148,0,148,148,29
69184,MARCUS GARVEY PHASE I- BUILDING F,2019-12-18T00:00:00.000,,No,Non Prevailing Wage,420c,9,80,84,0,0,0,173,0,173,174,0
69338,CONFIDENTIAL,2019-12-17T00:00:00.000,2019-12-17T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69391,753 ELTON AVENUE APARTMENTS,2019-12-17T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
65582,4697 THIRD AVENUE,2019-12-12T00:00:00.000,,No,Non Prevailing Wage,420c,12,12,28,0,0,1,53,0,53,53,0
68542,CHATTERTON.HRP.FY20,2019-12-12T00:00:00.000,,No,Non Prevailing Wage,J-51 Enriched,6,126,0,0,0,1,0,133,133,133,0
68267,SUNSET GARDENS HDFC.HUDMF,2019-12-11T00:00:00.000,2019-12-11T00:00:00.000,Yes,Non Prevailing Wage,,80,1,0,0,0,0,81,0,81,81,80
69390,177-14 WEXFORD TERRACE,2019-12-11T00:00:00.000,2020-06-01T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,12,0,12,0,12,39,0
69389,1613 BROOKLYN AVENUE APARTMENTS,2019-12-10T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,0,0,11,0,11,0,11,35,0
68526,PLAZA APARTMENTS,2019-12-09T00:00:00.000,2019-12-09T00:00:00.000,Yes,Non Prevailing Wage,Article XI,58,8,6,3,0,1,76,0,76,76,16
69336,CONFIDENTIAL,2019-12-09T00:00:00.000,2019-12-09T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
