,decade,compound,GPE,Unnamed: 0,Artist,Song Name,release date,Line,Line Before,Line After,pos,neg,neu,year
4226,2020.0,-0.4767,Brooklyn,4226,Ol' Dirty Bastard,Brooklyn Zoo II,2020-03-28,"Ol Dirty Bastard, Brooklyn Zoo!",Shame on you when you step through to,Shame on you when you step through to,0.0,0.307,0.693,2020.0
4234,2020.0,-0.4767,Brooklyn,4234,Ol' Dirty Bastard,Brooklyn Zoo II,2020-03-28,Ol\' Dirty I got my Brooklyn Zoo niggas here tonight,"But yo, what I can\'t understand man, a nigga gotta get drunk",YouknowhatI\'msayin,0.0,0.256,0.744,2020.0
4239,2020.0,-0.4767,Brooklyn,4239,Ol' Dirty Bastard,Brooklyn Zoo II,2020-03-28,"The Ol\' Dirty Bastard, Brooklyn Zoo",Shame on you when you step through to,Shame on you when you step through to,0.0,0.307,0.693,2020.0
4207,2020.0,-0.4767,Brooklyn,4207,Ol' Dirty Bastard,Brooklyn Zoo,2020-03-28,"The Ol\' Dirty Bastard, Brooklyn Zoo",Shame on you when you step through to,Shame on you when you step through to,0.0,0.307,0.693,2020.0
3507,2020.0,-0.4767,Brooklyn,3507,Necro,Dedicated to the Trife,2020-06-08,From Brooklyn to Manhattan,Get arrested and spend the whole night in central booking,To Bronx to Queens,0.0,0.256,0.744,2020.0
3503,2020.0,-0.4767,Brooklyn,3503,Necro,Dedicated to the Trife,2020-06-08,From Brooklyn to Manhattan,Get arrested and spend the whole night in central booking,To Bronx to Queens,0.0,0.256,0.744,2020.0
4202,2020.0,-0.4767,Brooklyn,4202,Ol' Dirty Bastard,Brooklyn Zoo,2020-03-28,"The Ol\' Dirty Bastard, Brooklyn Zoo",Shame on you when you step through to,Shame on you when you step through to,0.0,0.307,0.693,2020.0
4203,2020.0,-0.4767,Brooklyn,4203,Ol' Dirty Bastard,Brooklyn Zoo,2020-03-28,"The Ol\' Dirty Bastard, Brooklyn Zoo (Brooklyn Zoo, what?)",Shame on you when you step through to,Shame on you when you step through to (My nigga),0.0,0.307,0.693,2020.0
4204,2020.0,-0.4767,Brooklyn,4204,Ol' Dirty Bastard,Brooklyn Zoo,2020-03-28,"The Ol\' Dirty Bastard, Brooklyn Zoo",Shame on you when you step through to (My nigga),Shame on you when you step through to,0.0,0.256,0.744,2020.0
4205,2020.0,-0.4767,Brooklyn,4205,Ol' Dirty Bastard,Brooklyn Zoo,2020-03-28,"The Ol\' Dirty Bastard, Brooklyn Zoo",Shame on you when you step through to,Shame on you when you step through to,0.0,0.307,0.693,2020.0
4206,2020.0,-0.4767,Brooklyn,4206,Ol' Dirty Bastard,Brooklyn Zoo,2020-03-28,"The Ol\' Dirty Bastard, Brooklyn Zoo",Shame on you when you step through to,,0.0,0.307,0.693,2020.0
4208,2020.0,-0.4767,Brooklyn,4208,Ol' Dirty Bastard,Brooklyn Zoo,2020-03-28,"The Ol\' Dirty Bastard, Brooklyn Zoo",Shame on you when you step through to,"What? My nigga30Embed', 'Brooklyn Zoo (2020 Remaster) Lyrics[Intro]",0.0,0.307,0.693,2020.0
3521,2020.0,-0.4939,Brooklyn,3521,Necro,HNA Intro,2020-03-13,"Starrett City, Brooklyn","Shout out to Mr. Hyde, The Mad Choppers","Flatbush, Canarsie",0.0,0.314,0.686,2020.0
3250,2020.0,-0.5267,Jersey,3250,Busta Rhymes,Flipmode Bitch,2020-10-30,"While I bounce to the mansion in Jersey, Perth and boil you niggas",[?} shift the paranoia on niggas,While you see me stay on my grind and I steam up in the sauna,0.0,0.524,0.476,2020.0
4231,2020.0,-0.5859,Brooklyn,4231,Ol' Dirty Bastard,Brooklyn Zoo II,2020-03-28,Is the Brooklyn Zoo in the muthafucka house?,"Man, come on man with that bullshit","Fuck is goin on, niggas from Brooklyn don’t fuckin scream like that",0.0,0.388,0.612,2020.0
4243,2020.0,-0.5859,Brooklyn,4243,Ol' Dirty Bastard,Brooklyn Zoo II,2020-03-28,Fuck is going on? Niggas from Brooklyn know what the fuck is... like that,It\'s the Brooklyn Zoo in the motherfucking house,Niggas don\'t yell like that,0.0,0.352,0.648,2020.0
4242,2020.0,-0.5859,Brooklyn,4242,Ol' Dirty Bastard,Brooklyn Zoo II,2020-03-28,It\'s the Brooklyn Zoo in the motherfucking house,"Man, come on, man, with that bullshit",Fuck is going on? Niggas from Brooklyn know what the fuck is... like that,0.0,0.388,0.612,2020.0
2719,2020.0,-0.5859,Brooklyn,2719,Young M.A,Maaan,2021-05-21,It’s Brooklyn bitch,It’s M.A bitch,It’s Redlyfe bitch,0.0,0.655,0.345,2021.0
3955,2020.0,-0.5994,Jamaica,3955,Method Man,Bridge Boys,2022-05-06,"Maybe Jamaican fakin' but you would not, no reward","Heard you snitchin' on bitches, dude, you locked up a broad",Class by myself but I am not no schoolboy,0.0,0.302,0.698,2022.0
2721,2020.0,-0.8126,Brooklyn,2721,Young M.A,Maaan,2021-05-21,The queen of Brooklyn,Bitch I been doing this rapping shit,"The throne I took it, sitting on this cushion",0.0,0.649,0.351,2021.0
4255,2020.0,-0.8176,Brownsville,4255,Ol' Dirty Bastard,Dirty And Thirsty,2020-03-28,"Brownsville, pull your gold card membership",Somebody gotta die for this shit to be over,"Rikers Island styling, just courted sentences",0.0,0.517,0.483,2020.0
3491,2020.0,-0.9287,New York,3491,Necro,ACAB,2020-06-08,"Clockwork Orange on her tits, Gangs of New York this shit","The poor will kill the rich, kill that bougie bitch","Archie Bunker Trumps in the white house, bunkers shook",0.145,0.655,0.201,2020.0
4235,2020.0,-0.9545,Brooklyn,4235,Ol' Dirty Bastard,Brooklyn Zoo II,2020-03-28,"See this is how we must step up to the muthafuckin microphone2Embed', 'Brooklyn Zoo II (Tiger Crane) [2020 Remaster] Lyrics[Intro]","She fuckin up a nigga, and I get mad and I wanna kill the bitch and I wanna kill the nigga","One, two, one, two, you taping this?",0.0,0.558,0.442,2020.0
3674,2010.0,0.8684,Harlem,3674,A$AP Ferg,Harlem Anthem,2013-08-20,Harlem,"Your most valuable possession, yeah, yeah, yeah (Hey)6Embed', ""Harlem Anthem Lyrics[Intro]",Harlem,0.606,0.0,0.394,2013.0
1987,2010.0,0.8555,Harlem,1987,Cam'ron,Diamonds & Pearls,2017-11-09,"A crew from Harlem, wasn't down, felt left out","Yo, remember 'Best Out', they were the best out","They had coupes I wanted, on cruise they flaunted, taunted",0.545,0.0,0.455,2017.0
1975,2010.0,0.8528,Harlem,1975,Cam'ron,Cookies & Apple Juice,2013-10-01,"4 5, yes, I revolve 'em, now it's hell up in Harlem","'Cause you don't want no problems, please trust, girl, I will solve them","This for that Midwest, Down South, dirty, dirty",0.615,0.065,0.32,2013.0
3421,2010.0,0.836,West Coast,3421,Nas,Blue Benz,2017-11-20,"Just opened my new office, West Coast branch","And praise God, and pray we all prepared when He come for us","Place my teacup on the saucer, it's Esco, man",0.524,0.0,0.476,2017.0
4109,2010.0,0.7783,America,4109,Immortal Technique,The Getaway,2011-10-27,"And when I go to South America, people be tryna hug me",But my black people love me,‘Cause I talk about reality that effects them,0.537,0.0,0.463,2011.0
3781,2010.0,0.7717,New York,3781,Dj Premier,Sing Like Bilal (Version 3),2011-08-07,"New York, If you feelin like me then you tired",I\'m the best across the board like Tat and \'em,"Of listenin to liars, wishin it was fire",0.456,0.0,0.544,2011.0
3779,2010.0,0.7717,New York,3779,Dj Premier,Sing like bilal,2011-08-07,"New York, If you feelin like me then you tired",I\'m the best across the board like Tat and \'em,"Of listenin to liars, wishin it was fire",0.456,0.0,0.544,2011.0
3814,2010.0,0.7246,Brooklyn,3814,Fabolous,Brooklyn,2011-12-25,"This one is for Brooklyn, I\'m in my Bed-Stuy fly, you know","Ha son!!! It\'s a like it or not thing, nah mean?","Bushwick sick, I walk that East New York walk, Brownsville grill",0.503,0.0,0.497,2011.0
670,2010.0,0.7003,New York,670,De La Soul,Go Out and Get It,2016-08-26,That's just one bad apple out the New York bunch,"One good pinch, and one good hunch","Got ones, but I want 2's 3's and 4's",0.537,0.0,0.463,2016.0
3897,2010.0,0.6908,Queens,3897,Action Bronson,Golden Eye,2011-01-04,Took five minutes to get from here to Baghdad (from Queens),"Strength like Žydrūnas Savickas, speed of a crackhead",All around the world I'm known by different names,0.533,0.0,0.467,2011.0
2693,2010.0,0.6908,Brooklyn,2693,Young M.A,Brooklyn (Chiraq Freestyle),2017-04-27,"This is Brooklyn nigga, what the fuck you mean?",Don't fuck with them and don't fuck with me,[Verse 2: Rell],0.449,0.0,0.551,2017.0
1386,2010.0,0.6696,Jersey,1386,Chino XL,Crazy Love,2012-09-25,Straight out of Jersey to the Slum Village,"Yo, hey Detroit! Show me some love",I lyrically pillage at a high percentage,0.428,0.0,0.572,2012.0
2868,2010.0,0.6602,Harlem,2868,Puff Daddy,Harlem,2015-11-04,"Two in the morning, flying through Harlem","I ain't got no problem with money, money's a problem",I'm the flyest nigga in Harlem,0.562,0.0,0.438,2015.0
3811,2010.0,0.6597,New York,3811,Fabolous,Brooklyn,2011-12-25,East New York will shoot you -- they dap your homey,"Or running up in the crib like, ""Where the safe at?""",Brownsville will rob ya -- they clap your homey,0.375,0.0,0.625,2011.0
2544,2010.0,0.6597,New York,2544,Professor Griff,Yum Yum,2017-01-01,"We don\'t care if you\'re from London, Philly, New Orleans, Compton, Houston, New York","Ah yeah, we don\'t care where you from","We don\'t care you\'re from Jersey, Cleveland, LA, Detroit, St. Louis",0.474,0.0,0.526,2017.0
3641,2010.0,0.6369,West Coast,3641,A$AP Ferg,40 Below,2013-08-20,South to North and even West Coast Leakers,I love the East for shout outs to every coast bruh,Still Striving out now,0.318,0.0,0.682,2013.0
3865,2010.0,0.6369,Queens,3865,Action Bronson,Chop Chop Chop,2015-03-23,"It\'s 1986 again, in Flushing, Queens for real",I love the way I feel,Fuck the way you feel,0.583,0.0,0.417,2015.0
3665,2010.0,0.6369,New York,3665,A$AP Ferg,FLEM,2013-08-20,"Yeah, uh huh, New York","Yeah, I had to write on paper for this one haha","Yeah, yeah, still got my cold and shit",0.394,0.0,0.606,2013.0
3640,2010.0,0.6369,New York,3640,A$AP Ferg,40 Below,2013-08-20,In New York I milly rock to Magnolia,I’m the best in the game with the flow bruh,I love the East for shout outs to every coast bruh,0.318,0.0,0.682,2013.0
2042,2010.0,0.6369,Harlem,2042,Big L,8 Iz Enuff,2011-05-31,And all the other crews that's representin' in Harlem,"The Best Out Crew, the M&M Crew",You know what I'm sayin?,0.412,0.0,0.588,2011.0
3726,2010.0,0.6369,Brooklyn,3726,Masta Killa,Dirty Soul,2012-12-11,"Popa Wu, Brooklyn Zu, we already",We love you,"12 O'Clock, 60 Sec., Murdock, Shit, Buddha Monk",0.677,0.0,0.323,2012.0
4014,2010.0,0.6369,America,4014,Immortal Technique,Civil War,2011-10-27,They reflect the stereotypes of America's vision,And white execs that love to see us in that position,"They want us dancing, cooning and hollering",0.296,0.0,0.704,2011.0
1399,2010.0,0.6124,America,1399,Chino XL,Lyrical Jesus,2012-09-25,Or make plans to leave America using the maps of Marcus Garvey,"Son of God, defy me better have a whole army","Back up off me, nah nigga it ain\'t all good",0.417,0.0,0.583,2012.0
2726,2010.0,0.5994,Brooklyn,2726,Young M.A,Oh My Gawdd,2019-09-27,I be in Brooklyn where the shooters at,"Ghetto fix, where the super at?",They throwing shots then I\'m shooting back,0.438,0.0,0.562,2019.0
636,2010.0,0.5994,America,636,RZA,Horror,2014-01-01,"\xa0\xa0\xa0\xa0\xa0When I first saw Night of the Living Dead, I was scared to death. But when I watched it again at age sixteen (when they were up to Day of the Dead), I\'d gotten knowledge of myself, and could relate to what it was saying about America. The dead were alive but they were blind, deaf, and dumb. So to me, they were symbolic of black men in America.","\xa0\xa0\xa0\xa0\xa0Secondly, Dawn of the Dead was the great metaphor for American society. The zombies were Americans, just walking through the mall, lost, trying to find excitement outside of themselves. They forgot that excitement is not buying a new TV; it\'s taking your shoes off and walking in the grass in your backyard. All those movies were really showing us ourselves.","\xa0\xa0\xa0\xa0\xa0The dead in those movies are alive--that\'s just a description of physical matter, it\'s active--but they don\'t have life. Life comes when you have knowledge, wisdom, and understanding, when you can see for real, touch and feel for real, know for real. Then you are truly living.",0.148,0.093,0.759,2014.0
1688,2010.0,0.5859,Queens,1688,Masta Ace,Beautiful,2016-05-13,"Yeah, BK, Uptown, Boogie Down, Queens","— Man please, let's go. They must be crazy coming up to this schoolEmbed"", ""Beautiful Lyrics[Intro]",It's beautiful,0.301,0.117,0.583,2016.0
1432,2010.0,0.5859,New York,1432,U-God,Coke,2018-03-30,Truly yours Golden Arms New York native,"Rudy, mighty rap now toss another beauty","Talk, shank in my mouth now gangsta walk",0.388,0.0,0.612,2018.0
1930,2010.0,0.5859,America,1930,KRS-One,Free (The Book Song),2017-05-09,Let's look at The Birth of Black America by Andrew Frank,"That's the man to thank, high pray",Take that to the bank,0.49,0.0,0.51,2017.0
287,2010.0,0.5574,America,287,Redman,Down Wit Us,2010-12-07,I'm from the rap coalition of America,"You like rap music? Well turn around real slow, then",Take that gun off and throw it over there,0.365,0.0,0.635,2010.0
3745,2010.0,0.5423,Brooklyn,3745,Masta Killa,Medina (East New York),2017-09-29,"Brooklyn, it's good to be home","Peace signs, salute to my nation","Gun shot blown, stay calm, don't be alarmed",0.412,0.0,0.588,2017.0
2265,2010.0,0.5267,Bronx,2265,Fat Joe,Bronx Keeps Creating It,2011-10-31,"[Fat Joe] The bigger nigga from the Bronx, Fat Joe!","[Hook]Embed"", 'Bronx Keeps Creating It Lyrics""Bronx keeps creating it.."" -] KRS-One {cut and scratched}","""Bronx keeps creating it.."" -] KRS-One {cut and scratched}",0.268,0.0,0.732,2011.0
288,2010.0,0.5267,America,288,Redman,Fire,2015-11-13,For all the ghettos across America,"Yeah, yeah",Well all right-right-right-ri-right cha-cha-cha-cha,1.0,0.0,0.0,2015.0
2736,2010.0,0.5264,New York,2736,Young M.A,Savage Mode,2015-03-15,New York plates on it with my own name on it,Hoping that them niggas don't hate on it,"Young M.A on it, just wait on it",0.439,0.182,0.379,2015.0
2737,2010.0,0.5264,New York,2737,Young M.A,Savage Mode,2015-03-15,New York plates on it with my own name on it,Hoping that them niggas don't hate on it,"Young M.A on it, just wait on it",0.439,0.182,0.379,2015.0
2068,2010.0,0.5106,Harlem,2068,Big L,Chill Will Freestyle,2012-01-01,"Whoever wanna see me, come to Harlem, it ain’t hard to find me",I’m standin’ strong with my squad behind me,"You might catch me on Lenox Ave., hoppin’ in a Hummer",0.32,0.0,0.68,2012.0
3266,2010.0,0.5106,Harlem,3266,Fetty Wap,Candy Lady (Freestyle),2018-06-06,"Free the whole Harlem, nigga","Ayo, free my big bro, Slick","Cartel Lb, Fetty Wap",0.398,0.0,0.602,2018.0
1775,2010.0,0.5043,New York City,1775,Talib Kweli,A Game,2011-01-25,I\'m so New York City streets that I\'m abusin your whip,"I spit the truth, that\'s it, I\'m not confused one bit (c\'mon)","Cruisin the strip, sunny day sky blue like a Crip (c\'mon)",0.321,0.0,0.679,2011.0
1774,2010.0,0.5043,New York,1774,Talib Kweli,A Game,2011-01-25,I\'m so New York City streets that I\'m abusin your whip,"I spit the truth, that\'s it, I\'m not confused one bit (c\'mon)","Cruisin the strip, sunny day sky blue like a Crip (c\'mon)",0.321,0.0,0.679,2011.0
4179,2010.0,0.5023,Brooklyn,4179,Joey bada$$,Head High (A COLORS SHOW),2012-06-12,How they gon\' treat Brooklyn\'s finest not as fine as diamonds?,Still pulling strings how I fly but I don\'t like kites,"And fine nice, surrounded by hard flow like Icelands",0.289,0.0,0.711,2012.0
793,2010.0,0.4939,Queensbridge,793,Mobb Deep,Eye for a Eye (Your Beef Is Mines),2011-11-21,"Shaolin and Queensbridge, we robbin' niggas for fun","Sip beers — the German ones, hand my guns to sons","But still, write my will out to my seeds then build",0.262,0.0,0.738,2011.0
794,2010.0,0.4939,Queens,794,Mobb Deep,Eye for a Eye (Your Beef Is Mines),2011-11-21,"Shaolin and Queensbridge, we robbin' niggas for fun","Sip beers — the German ones, hand my guns to sons","But still, write my will out to my seeds then build",0.262,0.0,0.738,2011.0
856,2010.0,0.4939,New York,856,Aesop Rock,Flashflood,2017-08-11,Contestants get the New York home game with real life shoot \'em up-action,And reminisce about the day I ran a mile with your heart in my hand,"Thug, vagrant, yuppie and art freak game piece all included",0.211,0.0,0.789,2017.0
2545,2010.0,0.4939,Jersey,2545,Professor Griff,Yum Yum,2017-01-01,"We don\'t care you\'re from Jersey, Cleveland, LA, Detroit, St. Louis","We don\'t care if you\'re from London, Philly, New Orleans, Compton, Houston, New York",(Grab the mic and get dumb),0.198,0.0,0.802,2017.0
3765,2010.0,0.4939,Harlem,3765,Dj Premier,Wise Words,2012-12-11,"The 5 percent, visit The School Of Mecca in Harlem","Rakim, these are enlightened people","If you never went, It's good time spent",0.444,0.0,0.556,2012.0
4154,2010.0,0.4939,Brooklyn,4154,Joey bada$$,Born Day (AquariUS),2012-09-06,"Its plain in Brooklyn, don't get your chain took when you're not looking","Like satellite, know a nigga stay with the dynamite",Ain't nothing worst than a Flatbush man with a gun in his hand,0.412,0.0,0.588,2012.0
3896,2010.0,0.4927,Harlem,3896,Action Bronson,Galactic Love,2011-01-04,"I'm on the road, blow trees through East Harlem","Drugs so good, Fiend Weekly just three-starred 'em","Just put me in a cage in the basement, I'm retarded",0.313,0.0,0.687,2011.0
4045,2010.0,0.4767,Harlem,4045,Immortal Technique,Harlem Streets,2011-10-27,"Yeah, Harlem streets stay flooded in white powder","What's wrong with loving each other and making sure we are protected3Embed"", 'Harlem Streets Lyrics[Verse 1]",Like those motherfuckers runnin\' away from the Twin Towers,0.278,0.139,0.583,2011.0
1729,2010.0,0.4588,New York,1729,Masta Ace,IDA Commercial,2012-07-17,Located in wonderful Upstate New York,Our breathtaking 20 acre campus,Features plush comfortable dormitories,0.429,0.0,0.571,2012.0
744,2010.0,0.4588,New York,744,Mobb Deep,Black Cocaine,2014-04-01,"Yeah that dirty New York, reality rap, that Mobb shit",A 120 minutes of ya favorite P lyrics,"Classic like Biggie, but we fresh like Minaj is",0.375,0.0,0.625,2014.0
3687,2010.0,0.4588,Harlem,3687,A$AP Ferg,Harlem Anthem,2013-08-20,Welcome to Harlem,"Welcome to Harlem, Harlem",Where the legacies are born,0.5,0.0,0.5,2013.0
536,2010.0,0.4588,America,536,Kool G Rap,Drama (Bitch Nigga),2017-06-02,G Rap America's Most see the name embedded it and toast,Give me fifty grand to live (Bitch),I'm here til all y'all niggas perish and quote,0.333,0.0,0.667,2017.0
2096,2010.0,0.4404,New York,2096,Big L,Games Females Play,2013-08-30,I hit hard from New York to Miami,You better believe that Big L is the man that be rippin' the microphones apart,Pockets stay swolled up like a eye jammy,0.182,0.0,0.818,2013.0
1901,2010.0,0.4404,Brooklyn,1901,KRS-One,Criminal Minded,2015-01-01,"From her voice, I could tell she was a Brooklyn girl..",..a good lookin\' girl--,The world stopped...It seemed to vanish..,0.492,0.0,0.508,2015.0
574,2010.0,0.4404,Brooklyn,574,Kool G Rap,Home Sweet Funeral Home,2011-05-31,"The juvenille straight from Brooklyn, where the slugs is the same","I ain\'t playin\' games, y\'all rappers better quoting my name","So play you\'re position, stuff that I mention, grab their attention",0.266,0.0,0.734,2011.0
819,2010.0,0.4404,Brooklyn,819,Aesop Rock,Hey Luv (Anything),2011-11-21,"Raided near the Brooklyn Naval yard, juxed undercover","Five borough fame, guaranteed to itch pigskin","When they asked him what he pled he said, ""You\'re fuckin\' up my colors!""",0.326,0.0,0.674,2011.0
