Name;Categories;URL;Years Active Start;Birthdate;Summary;Years Active End;Deathdate;Clip Example YouTube;City;Neighborhood;Coordinates
Big Moe;rapper;https://en.wikipedia.org/wiki/Big_Moe;1993;1974-08-20;Kenneth Doniell Moore (August 20, 1974 – October 14, 2007), better known by his stage name Big Moe, was an American rapper from Houston, Texas.;2007;2007-10-14;https://www.youtube.com/embed/LCu-2ekdFe4;Houston;;29.722827,-95.354919
7ARI;rapper;http://www.clique.tv/a-voir-7ari-representant-officiel-de-la-hype-marocaine/;;;Soufiane elhari is a rapper singer from Rabat (CYM). He was a member of Tawra crew.;;;https://www.youtube.com/embed/oCD8bAGv-wg;Rabbat;;33.987114,-6.824675
Sfera Ebbasta;rapper;https://it.wikipedia.org/wiki/Sfera_Ebbasta;2013;;Sfera Ebbasta, (born Gionata Boschetti, 7/12/1992) is a Italian rapper from Milan.;;;https://www.youtube.com/embed/LD3twV19uAo;Milano;;45.501949,9.169834
Kool Keith;rapper;https://en.wikipedia.org/wiki/Kool_Keith;1984;1966-10-07;Keith Thornton (born October 7, 1966), better known by his stage name Kool Keith, is an American rapper from The Bronx, New York known for his surreal, abstract and often profane or incomprehensible lyrics.;;;https://www.youtube.com/embed/Sv6dYo_S8lg;New York;Bronx;40.844672,-73.882479
Spoonie Gee;rapper;https://en.wikipedia.org/wiki/Spoonie_Gee;1975;;Gabriel Jackson (born 1963), better known by his stage name Spoonie Gee is an American rap artists from Harlem, New York.;;;https://www.youtube.com/embed/beyZXxKrAQQ;New York;Harlem;40.810218,-73.95099
Alpha 5.20;rapper;https://fr.wikipedia.org/wiki/Ghetto_Fabulous_Gang;2001;;Alpha 5.20 is an French rapper, from Épinay-sur-Seine, Seine-Saint-Denis. He is the leader of the Ghetto Fabulous Gang.;;;https://www.youtube.com/embed/fBkbkgMAac0;Épinay-sur-Seine;Orgemont;48.955525,2.295619
Jedi Mind Tricks;group;https://en.wikipedia.org/wiki/Jedi_Mind_Tricks;1993;;Jedi Mind Tricks (JMT) is an underground hip hop duo from Philadelphia, Pennsylvania, founded by two high school friends, rapper Vinnie Paz (Vincenzo Luvineri) and producer Stoupe the Enemy of Mankind (Kevin Baldwin).;;;https://www.youtube.com/embed/JtaRC9vHSgY;Philadelphia;Clifton Heights;39.930133,-75.29333
Warren G;"producer;rapper";https://en.wikipedia.org/wiki/Warren_G;1992;1970-11-10;Warren Griffin III (born November 10, 1970)[1] better known by his stage name Warren G, is an American West Coast rapper and hip hop producer.;;;https://www.youtube.com/embed/1plPyJdXKIY;Los Angeles;Long Beach;33.800424,-118.143048
Eminem;rapper;https://en.wikipedia.org/wiki/Eminem;;1972-10-17;Marshall Bruce Mathers III (born October 17, 1972),[1] known professionally as Eminem (often stylized as EMINƎM), is an American rapper, record producer, and actor.;;;https://www.youtube.com/embed/eJO5HU_7_1w;Detroit;;42.442723,-83.000062
Professor Griff;rapper;https://en.wikipedia.org/wiki/Professor_Griff;;;Richard Griffin (born August 1, 1960), better known by his stage name Professor Griff, is an American rapper, spoken word artist, and lecturer. He is a member of the hip hop group Public Enemy and head of the group Security of the First World.;;;;Long Island;Roosevelt;40.66777,-73.571204
Ghostface Killah;rapper;https://en.wikipedia.org/wiki/Ghostface_Killah;;;Dennis Coles better known by his stage name Ghostface Killah, is an American rapper and prominent member of the Wu-Tang Clan.;;;https://www.youtube.com/embed/ieWt8mLDhVs;Stapleton;Staten Island;40.626667,-74.077778
Raekwon;rapper;https://en.wikipedia.org/wiki/Raekwon;;;Corey Quontrell Woods (born January 12, 1970),[1][2] better known by the stage name Raekwon, is an American rapper and a member of the Wu-Tang Clan.;;;https://www.youtube.com/embed/9pRHZm8LPZQ;Staten Island;Clifton;40.620278,-74.0775
Pimp C;"producer;rapper";https://en.wikipedia.org/wiki/Pimp_C;;1973-12-29;Chad Lamont Butler, better known by his stage name Pimp C, was an American hip hop recording artist and producer. He was best known for his work with Bun B as a founding member of the Underground Kingz (UGK).;;2007-12-04;https://www.youtube.com/embed/Qo2hlWLno5Y;Port Arthur;;29.8627186,-93.9303966
Too $hort;"producer;rapper";https://en.wikipedia.org/wiki/Too_Short;;;Todd Anthony Shaw (born April 28, 1966), better known by the stage name Too Short (stylized as Too $hort), is an American rapper, producer, and actor.;;;https://www.youtube.com/embed/fw0uz88E2gI;Oakland;;37.773514,-122.209036
DJ Paul;"producer;rapper";https://en.wikipedia.org/wiki/DJ_Paul;;;Paul Duane Beauregard, (born January 12, 1975) better known by his stage name DJ Paul, is an American rapper, record producer, DJ, songwriter and entrepreneur, member of the Three Six Mafia, from Memphis, Tennessee.;;;https://www.youtube.com/embed/xhP4XmbQUZ8;Memphis;;35.1394404,-90.0488417
Kool Shen;rapper;https://en.wikipedia.org/wiki/Kool_Shen;;;Bruno Lopes, alias Kool Shen, (born 9 February 1966) is a French rapper and producer, with Portuguese origins. He is also a break dancer and a graffiti artist. He is a co-founder of Suprême NTM and one of the major figures of French rap.;;;https://www.youtube.com/embed/ZqCKvXwMjpQ;Saint-Denis;;48.9426404,2.3702192
"Michael ""5000"" Watts";producer / dj;;1997;;"Michael ""5000"" Watts is a record producder from Houston, Texas. He is one of the founder of Swishahouse Record.";;;https://www.youtube.com/embed/37Eg0EVOWQc;Houston;;29.86388,-95.478563
Zico;rapper;https://en.wikipedia.org/wiki/Zico_(rapper);2011;1992-09-14;"Woo Ji-ho (Korean: 우지호; born September 14, 1992), widely known by his stage name, Zico (Korean: 지코), is a South Korean rapper, producer, singer-songwriter and leader of the boy group Block B, signed under the label Seven Seasons.";;;https://www.youtube.com/embed/9d5T9Hlp9As;Seoul;Mapo;37.556683,126.904371
Kalash l'Afro;rapper;https://en.wikipedia.org/wiki/Kalash_l%27Afrohttps://en.wikipedia.org/wiki/Kalash_l%27Afro;1995;;Kalash l'Afro (born in Berre-l'Étang, Bouches-du-Rhône in 1979) is a French rapper of Tunisian origin.;;;https://www.youtube.com/embed/TGVwCsYd_rY;Berre-l'Étang;;43.503402,5.162041
Jimmy Wopo;rapper;;2015;1997-01-13;Jimmy Wopo is an american rapper from Pittsburgh's Hill District in Pennsylvania.;;;https://www.youtube.com/embed/B-agUlNitPE;Pittsburgh;Hill District;40.445019,-79.980578
Admiral T;singer;https://en.wikipedia.org/wiki/Admiral_T;1993;1981-03-28;Admiral T, whose real name is Christy Campbell, is a French singer of reggae-dancehall from Pointe-à-Pitre, Guadeloupe.;;;https://www.youtube.com/embed/RivIXsw9wos;Pointe-à-Pitre;Boissard;16.244404,-61.531287
Kacem Wapalek;rapper;https://www.chantefrance.com/artist/4568059-kacem-wapalek/biographie;2009;;Kacem Wapalek is a french rapper from Lyon. He is a member of the Amasseurs de Mots (S.L.A.M.)  crew.;;;https://www.youtube.com/embed/D19OwfGaNvE;Lyon;;45.745237,4.839238
Young M.A;rapper;https://en.wikipedia.org/wiki/Young_M.A;2012;;Young M.A (born Katorah Marrero) is an American rapper from New York,  Brooklyn.;;;https://www.youtube.com/embed/gVf_4Ns3qLU;New York;Brooklyn;40.627293,-73.941395
Pato Pooh;rapper;;2002;;Pato Pooh is a swedish rapper from Stockolm.;;;https://www.youtube.com/embed/Plhgyp0KNQQ;Stockolm;;59.332562,18.083121
Dom Kennedy;rapper;https://en.wikipedia.org/wiki/Dom_Kennedy;2008;1984-08-22;Dominic Ross Hunn (born August 22, 1984), better known by his stage name Dom Kennedy, is an American rapper from Leimert Park, Los Angeles, California.;;;https://www.youtube.com/embed/gPzx06MjSvc;Los Angeles;Leimert Park;34.011436,-118.323207
Ma$e;rapper;https://en.wikipedia.org/wiki/Mase;1993;1975-08-27;Mason Durell Betha (born August 27, 1975), better known by stage name Mase (formerly often stylized Ma$e or MA$E), is an American hip hop recording artist from Harlem, New York.;;;https://www.youtube.com/embed/oCdE_bl0q1g;New York;Harlem;40.817315,-73.940188
Waka Flocka Flame;rapper;https://en.wikipedia.org/wiki/Waka_Flocka_Flame;2009;1986-05-31;Juaquin James Malphurs (born May 31, 1986), better known as Waka Flocka Flame or simply Waka Flocka, is an American rapper from Riverdale, Georgia.;;;https://www.youtube.com/embed/odAUGyNMZsk;Atlanta;Riverdale;33.562576,-84.413303
Puff Daddy;rapper;https://en.wikipedia.org/wiki/Sean_Combs;1990;1969-11-04;Sean John Combs (born November 4, 1969), also known by his stage names Puff Daddy, P. Diddy and Diddy, is an American rapper, singer, songwriter, actor, record producer and entrepreneur. He was born in Harlem and was raised in Mount Vernon, New York.;;;https://www.youtube.com/embed/NFxRJ-sqbfI;New York;Bronx;40.898543,-73.842981
LL Cool J;rapper;https://en.wikipedia.org/wiki/LL_Cool_J;;;James Todd Smith (born January 14, 1968), known professionally as LL Cool J (short for Ladies Love Cool James), is an American rapper, actor, author, and entrepreneur from Queens, New York.;;;https://www.youtube.com/embed/NEUX-HYRtUA;Hollis;Queens;40.709236,-73.764675
Three 6 Mafia;group;https://en.wikipedia.org/wiki/Three_6_Mafia;;;Three 6 Mafia, originally known as Triple 6 Mafia, is an American hip hop group originally from Memphis, Tennessee. The group was formed by DJ Paul, Lord Infamous, Juicy J, Koopsta Knicca and Gangsta Boo.;;;https://www.youtube.com/embed/s0G9jPaZSKw;Memphis;;35.117365,-89.971068
New African Poets;group;https://fr.m.wikipedia.org/wiki/New_African_Poets;1988;;New African Poets (NAP) are a French hip hop group from Strasbourg. The members of the group are Mustapha, Bilal, Malik, Aïssa, Mohammed and Karim. Most of the group come from the Neuhof quartier of Strasbourg.;;;https://www.youtube.com/embed/fJIlO4J12m4;Strasbourg;Neuhof;48.541235,7.771827
Craig Mack;rapper;https://en.wikipedia.org/wiki/Craig_Mack;1988;1971-05-10;"Craig Mack (born May 10, 1971) is an American rapper, who gained fame on Puff Daddy's Bad Boy Entertainment record label in the 1990s. Although his first single was released under the name MC EZ in 1988, he is best known for his 1994 hit single ""Flava In Ya Ear"", which was released under his real name.";;;https://www.youtube.com/embed/GNFqMx0gY7I;New York;Brentwood;40.768558,-73.222561
Nyzzy Nyce;rapper;https://en.wikipedia.org/wiki/Nyzzy_Nyce;2007;1988-01-04;DeAngelo Samuel, (born January 4, 1988) better known by his stage name Nyzzy Nyce (aka Nyzzy), is an American rapper from Fort Wayne, Indiana.;;;https://www.youtube.com/embed/wVnM-xIvt_U;Fort Wayne;;41.074649,-85.108915
Joe Lucazz;rapper;;;;Joe Lucazz is a french rapper. He is a member of the Neochrome label.;;;https://www.youtube.com/embed/thsN9br6o64;Paris;;48.877712,2.333068
Convok;"producer / dj;rapper";https://www.facebook.com/pg/Convok/about/;2006;;Convok is a Belgian rapper, producer from Bruxelles.;;;https://www.youtube.com/embed/gi3Fl7Hl__g;Bruxelles;;50.846023,4.34134
Elams;rapper;;;;Elams is a french rapper from Marseille. He gained some notoriety with a song cliped inside a prison.;;;https://www.youtube.com/embed/Ud2FJuUuuNE;Marseille;;43.322863,5.384598
Davodka;rapper;;2003;;Davodka is a french rapper from Paris (18th arrondissemen). He is a member of the crew Mentalités Sons Dangereux.;;;https://www.youtube.com/embed/1yrhEin-Z1Q;Paris;18th arrondissemen;48.893315,2.339418
Noizy;"rapper;singer";https://en.wikipedia.org/wiki/Noizy;2004;1986-09-27;Rigels Bashkim Rajku (born September 27, 1986) known by his stage name Noizy or Zini Zin, is an Albanian singer, rapper and actor from Woolwich, London.;;;https://www.youtube.com/embed/LsA1jJTNfnE;London;Woolwich;51.490012,0.068954
D double E;rapper;https://en.wikipedia.org/wiki/D_Double_E;2003;;Double E (born Darren Dixon in London, England) also known as D Double, is a British MC who hails from Newham, East London.;;;https://www.youtube.com/embed/RM1MC9cMHIs;East London;Newham;51.542832,0.026393
A2h;rapper;;2010;;A2h is a french rapper, producer from Melun.;;;https://www.youtube.com/embed/Ju-h8xx_4g0;Melun;;48.540599,2.656085
The Jacka;rapper;https://en.wikipedia.org/wiki/The_Jacka;1998;1977-08-12;Dominick Newton (August 12, 1977 – February 2, 2015), better known by his stage name The Jacka, was an American rapper from Pittsburg, California. The Jacka got his start with his group, Mob Figaz.;2015;2015-02-02;https://www.youtube.com/embed/DdewgXQWC3w;Pittsburg;;38.015785,-121.897252
Dj Khaled;"producer / dj;rapper";https://en.wikipedia.org/wiki/DJ_Khaled;1998;1975-11-26;Khaled Mohamed Khaled (born November 26, 1975), known professionally as DJ Khaled, is an American record producer, radio personality, DJ, record label executive, and author.;;;https://www.youtube.com/embed/-p0bNOxBhgc;Miami;;25.932657,-80.274584
Kris Kross;group;https://en.wikipedia.org/wiki/Kris_Kross;1991;;"Kris Kross was an American hip hop duo formed in the early 1990s and consisting of Chris ""Mac Daddy"" Kelly and Chris ""Daddy Mac"" Smith. The duo hit worldwide status with their 1992 smash hit, ""Jump"".";2001;;https://www.youtube.com/embed/010KyIQjkTk;Atlanta;;33.757016,-84.387607
Graig David;"rapper;singer";https://en.wikipedia.org/wiki/Craig_David;1999;1981-05-05;"Craig Ashley David (born 5 May 1981) is a British singer, songwriter, rapper and singer who rose to fame in 1999, featuring on the single, ""Re-Rewind"" by Artful Dodger.";;;https://www.youtube.com/embed/ABuWphlnZ1A?list=PLhdKU2BgHUdBp0mZ3bn7OyI3F5ROzS3Za;Southampton;Holyrood Estate;50.9005,-1.3995
Mos Def;rapper;https://en.wikipedia.org/wiki/Mos_Def;1994;1973-12-11;"Yasiin Bey (born Dante Terrell Smith; December 11, 1973), best known by his stage name Mos Def, is an American hip hop recording artist from Brooklyn, New York City,";;;https://www.youtube.com/embed/lFyTzjJDeCk;New York;Brooklyn;40.696951,-73.919145
Fonky Family;group;https://en.wikipedia.org/wiki/Fonky_Family;1994;;La Fonky Family (often shortened to La Fonky, or La FF) are a French hip hop group from Marseille. They are composed of four rappers, Le Rat Luciano, Menzo, Don Choa, Sat, and two DJ, Pone DJ and Djel.;2007;;https://www.youtube.com/embed/FH-hTeDsk0Y;Marseille;;43.3469594,5.3456365
The Dope Poet Society;group;https://en.wikipedia.org/wiki/The_Dope_Poet_Society;1995;;The Dope Poet Society is a hip hop group from Toronto, Ontario, Canada. Their music is characterized by clever and sometimes controversial lyrics. ProfessorD.us (formerly Professor D) is the lead vocalist of the group, known for his tongue twisting, “rapid fire” rap style.;;;https://www.youtube.com/embed/k7HCZYvcl4E?list=PLHQiNC5MkMHsVQXi1GZiAY0Sx8GjWqWf0;Toronto;;43.658573,-79.544233
Q-Tip;"producer;rapper";https://en.wikipedia.org/wiki/Q-Tip_(musician);;1970-04-10;Kamaal Ibn John Fareed (born Jonathan William Davis on April 10, 1970), better known by his stage name Q-Tip, is an American rapper, singer, actor, record producer and DJ. He embarked on his music career as part of the East Coast hip hop group A Tribe Called Quest.;;;https://www.youtube.com/embed/n8omE8XPeYE;St Albans;Queens;40.692396,-73.774743
Flavor Flav;rapper;https://en.wikipedia.org/wiki/Flavor_Flav;;;William Jonathan Drayton Jr. (born March 16, 1959), better known by his stage name Flavor Flav, is an American musician, rapper, actor, television personality, and comedian who rose to prominence as a member of the hip-hop group Public Enemy.;;;https://www.youtube.com/embed/T8IdlvRBVzw;Long Island;Roosevelt;40.674075,-73.595076
Oxmo Puccino;"rapper;singer";https://en.wikipedia.org/wiki/Oxmo_Puccino;;;"Oxmo Puccino (born Abdoulaye Diarra; 3 August 1974) is a hip hop musician born in Mali.";;;https://www.youtube.com/embed/d40sUi3oW_o;Paris;Danube;48.8823502,2.3873334
Outkast;group;https://en.wikipedia.org/wiki/Outkast;;;"Outkast is an American hip hop duo formed in 1991, in East Point, Atlanta, Georgia, composed of Atlanta-based rappers André ""André 3000"" Benjamin (formerly known as Dré) and Antwan ""Big Boi"" Patton.";;;https://www.youtube.com/embed/-JfEJq56IwI;Atlanta;;33.676111,-84.451389
San E;rapper;https://en.wikipedia.org/wiki/San_E;2010;1985-01-23;"Jung San (Korean: 정산; born January 23, 1985), more commonly known by his stage name San E (Korean: 산이), is a South Korean rapper.";;;https://www.youtube.com/embed/PsU6_bJr5m0;Incheon;;37.450782,126.694114
Chilla;rapper;http://ninkimag.fr/chilla-la-rappeuse-qui-a-commence-par-le-chant/;2013;;Chilla is a french rapper from Gex.;;;https://www.youtube.com/embed/oFw0kYdqj8g;Gex;;46.333132,6.060867
Frank Ocean;"rapper;singer";https://en.wikipedia.org/wiki/Frank_Ocean;2005;1987-10-28;"Christopher Francis ""Frank"" Ocean (born Christopher Edwin Breaux, October 28, 1987), is an American singer, songwriter, and rapper from New Orleans, Louisiana.";;;https://www.youtube.com/embed/PmN9rZW0HGo;New Orleans;;30.011073,-90.107302
Orishas;group;https://en.wikipedia.org/wiki/Orishas_(band);1999;;Orishas are a Cuban hip hop group from Havana, Cuba, founded in 1999.;;;https://www.youtube.com/embed/L2eV20UhkQk;Havana;;23.064862,-82.337521
Disiz La Peste;"producer / dj;rapper";https://en.wikipedia.org/wiki/Disiz;1999;1978-03-28;Sérigne M'Baye Gueye (born 28 March 1978), better known by his stage name Disiz, (formerly Disiz la Peste and Disiz Peter Punk), is a French rapper and actor from Évry.;;;https://www.youtube.com/embed/2b9xNT7R1So;Évry;Épinettes-Aunettes;48.618874,2.432454
Youssoupha;rapper;https://en.wikipedia.org/wiki/Youssoupha;1999;1979-08-29;Youssoupha Mabiki, better known by his nickname Youssoupha born in Kinshasa on 29 August 1979) is a French rapper of Congolese origin.;;;https://www.youtube.com/embed/QTzUVMMri2w;Satrouville;;48.93645,2.163864
Daddy Lord C;rapper;https://fr.wikipedia.org/wiki/Daddy_Lord_C;1991;;Daddy Lord C, real name Clarck Ebara, born 7 january 1970, is a french rapper & boxer from Nemours, Seinte-et-Marne. He was one of the member of the rap band La Cliqua.;;;https://www.youtube.com/embed/R909aYLmSiI;Nemours;Mont-Saint-Martin;48.268683,2.706585
Assassin;group;https://en.wikipedia.org/wiki/Assassin_(rap_crew);1985;;Assassin is a French rap group formed in the 18th Arrondissement of Paris. The group was formed in 1985 by Rockin' Squat and Solo.;;;https://www.youtube.com/embed/p-RPKYwu9ac;Paris;;48.890533,2.335072
Jimmy Spicer;rapper;https://en.wikipedia.org/wiki/Jimmy_Spicer;1980;;James Bromley Spicer, better known by his stage name Jimmy Spicer, is an American hip hop recording artist who released a number of old school rap singles during the late 1970s and early 1980s.;1990;;https://www.youtube.com/embed/fMwDdEGrt8E;New York;Brooklyn;40.682408,-74.0002
NoClue;rapper;https://en.wikipedia.org/wiki/NoClue;2004;1985-01-28;Ricky Raphel Brown (born January 28, 1985), known by the stage name NoClue, is an American rapper from Seattle. He is best known for obtaining the title of the world's official “Fastest Rap MC” by Guinness World Records.;;;https://www.youtube.com/embed/7eqshogALsc?list=RDHIK7ffpdRdY;Seattle;;47.563401,-122.38474
Vic Mensa;rapper;https://en.wikipedia.org/wiki/Vic_Mensa;2009;1993-06-06;Victor Kwesi Mensah[3] (born June 6, 1993), better known by his stage name Vic Mensa, is a Grammy-nominated American rapper from Chicago, Illinois. He is currently signed to Roc Nation and was a member of the group Kids These Days.;;;https://www.youtube.com/embed/KPWXOAYlgOc;Chicago;Hyde Park;41.799292,-87.592528
Kool Moe Dee;rapper;https://en.wikipedia.org/wiki/Kool_Moe_Dee;1980;1962-08-08;Mohandas Dewese (born August 8, 1962), better known by his stage name Kool Moe Dee, is an American hip hop MC prominent in the late 1970s through the early 1990s. He was one of the first rappers to earn a Grammy Award and was the first rapper to perform at the Grammys.;;;https://www.youtube.com/embed/kzD18q0-Tq0;New York;Harlem;40.811703,-73.955721
Veence Hanao;"producer / dj;rapper;singer";;2006;;Veence Hanao is a rapper/singer, producer, songwriter from Bruxelles, Belgium.;;;https://www.youtube.com/embed/3rTI3J__EoE;Bruxelles;;50.836837,4.411452
Keith Murray;rapper;https://en.wikipedia.org/wiki/Keith_Murray_(rapper);1990;1974-10-13;Keith Murray (born September 13, 1974) is an American rapper and a member of the hip hop trio Def Squad, which includes fellow rappers Redman and Erick Sermon.;;;https://www.youtube.com/embed/EQcSoE1bt_A;New York;Long Island;40.785627,-73.199804
Curren$y;rapper;https://en.wikipedia.org/wiki/Currensy;2002;1981-04-04;Shante Scott Franklin (born April 4, 1981), better known by his stage name Curren$y is an American rapper from New Orleans, Louisiana. He was one of the original members of Young Money Entertainment, a label founded by Lil Wayne.;;;https://www.youtube.com/embed/9TpYnbx7iAQ;New Orleans;;30.0220037,-89.9853088
Rohff;rapper;https://en.wikipedia.org/wiki/Rohff;1998;1977-12-15;Housni Mkouboi better known as Rohff at times stylized as Roh2f (born in Antananarivo, Madagascar on 15 December 1977) is a French rapper.;;;https://www.youtube.com/embed/yW8a4WDHf34;Vitry-sur-Seine;Cité Robespierre;48.791011,2.38936
Busta Rhymes;rapper;https://en.wikipedia.org/wiki/Busta_Rhymes;;1972-05-20;Trevor George Smith, Jr., (born May 20, 1972) better known by his stage name Busta Rhymes, is an American rapper, actor, record producer and record executive.;;;https://www.youtube.com/embed/W7FfCJb8JZQ;New York;Uniondale;40.695383,-73.591274
MC Hammer;"rapper;singer";https://en.wikipedia.org/wiki/MC_Hammer;1985;;Stanley Kirk Burrell (born March 30, 1962), better known by his stage name M.C. Hammer, is an American hip hop recording artist, dancer, record producer.;;;https://www.youtube.com/embed/otCpCn0l4Wo;Oakland;East Oakland;37.7433152,-122.1853557
Salif;rapper;https://en.wikipedia.org/wiki/Salif_(rapper);;;Salif Fofana better known by the mononym Salif (born Salif Wonka in 1982), is a French rapper based in Boulogne-Billancourt of Malian and Guadeloupean origin.;;;https://www.youtube.com/embed/TcCD7SOyCUI;Boulogne-Billancourt;Pont de Sèvres;48.8289706,2.2334914
Fredo Santana;rapper;https://en.wikipedia.org/wiki/Fredo_Santana;;;Derrick Coleman (born July 4, 1990), better known by his stage name Fredo Santana, is an American rapper from Chicago, Illinois.;;;https://www.youtube.com/embed/VnTKrEMDyU0;Chicago;;41.779786,-87.644778
Les X-Men;group;https://fr.wikipedia.org/wiki/Les_X;1996;;Les X (previously les X-Men) is a frencg rap band, from Ménilmontant, a neighborhood in the XXe borough of Paris. The group is composed by Hill G (Ill) and Cassidy, and Hi-Fi at the begining. The groups was part of the Time Bomb crew.;;;https://www.youtube.com/embed/s8mGJbvfw24;Paris;Ménilmontant;48.866676,2.383136
Yung Simmie;rapper;;2011;1993-12-19;Yung Simmie (born December 19, 1993) is american rapper from Miami. He's a member of the hiphop crew Raider Klan collective.;;;https://www.youtube.com/embed/fJJKj22knFM;Miami;;25.769576,-80.22228
Dadoo;"producer / dj;rapper";https://en.wikipedia.org/wiki/Dadoo;1994;;Dadoo (born Daniel Camara in 1976) is a French rapper and also a member of the Toulouse rap group, KDD.;;;https://www.youtube.com/embed/1g4YpCumZK8;Toulouse;;43.593104,1.435427
Fuzati;"producer / dj;rapper";https://en.wikipedia.org/wiki/Fuzati;2003;;Fuzati (born in 1978) is a French rapper originating from Versailles. He was co-founder in 2000 of Klub des Loosers.;;;https://www.youtube.com/embed/Mqx6dJ2l66M;Versailles;;48.812135,2.144603
Guru;rapper;https://en.wikipedia.org/wiki/Guru_(rapper);1986;1961-07-17;Keith Edward Elam (July 17, 1961 – April 19, 2010), better known by his stage name Guru, was an American rapper best known as a member of the hip-hop duo Gang Starr, along with DJ Premier.;2010;2010-04-19;https://www.youtube.com/embed/eIWTKrj9SfI;Boston;Roxbury;42.314443,-71.090405
Rob Quest;"producer;rapper";;1988;;Robert McQueen better know has Rob Quest is an american rapper & producder from Houston, Texas. He was a member of the group Odd Squad with Devin The Dude & Jugg Mugg.;;;https://www.youtube.com/embed/y88upWz0EHQ;Houston;;29.794945,-95.416531
MF Doom;rapper;https://en.wikipedia.org/wiki/MF_Doom;1988;1971-01-09;"Daniel Dumile (born 9 January 1971) is an English hip hop recording artist. Best known for his ""super villain"" stage persona, Dumile has taken on several stage names in his career, most notably as MF Doom.";;;https://www.youtube.com/embed/CRHyBwNtkLA;Long Island;Long Beach;40.587275,-73.66644
Fetty Wap;rapper;https://en.wikipedia.org/wiki/Fetty_Wap;2014;1991-06-07;"Willie Maxwell II (born June 7, 1991), better known by his stage name Fetty Wap, is an American rapper. He rose to prominence with his single ""Trap Queen"".";;;https://www.youtube.com/embed/i_kF4zLNKio;Paterson;;40.914216,-74.158708
Alonzo;rapper;https://en.wikipedia.org/wiki/Alonzo_(rapper);1995;1982-07-25;Kassim Djae, better known by his stage name Alonzo, is a French rapper and singer of Comorian descent, member of the rap band Psy 4 de la Rime.;;;https://www.youtube.com/embed/SuYRRBHSJ0o;Marseille;Le Panier;43.300699,5.366829
Lethal Bizzle;rapper;https://en.wikipedia.org/wiki/Lethal_Bizzle;2002;1984-09-14;Maxwell Ansah (born 14 September 1984), known by his stage name Lethal Bizzle, is an English rapper and actor from Walthamstow, London.;;;https://www.youtube.com/embed/nlmhlWECMUk;London;Walthamstow;51.585549,-0.020046
Evil Pimp;"producer;rapper";https://en.wikipedia.org/wiki/Evil_Pimp;1996;;Evil Pimp (born Catrin Terrell Rhodes) is an American recording rap artist from Cedar Rapids. Know for is Memphis rap style, he is the the founder of the group Krucifix Klan.;;;https://www.youtube.com/embed/iH6fZpxwdYk;Cedar Rapids;;41.957204,-91.558652
Snoop Dogg;rapper;https://en.wikipedia.org/wiki/Snoop_Dogg;;1971-10-20;Cordozar Calvin Broadus, Jr. (born October 20, 1971), known professionally as Snoop Dogg (formerly called Snoop Doggy Dogg and Snoop Lion), is an American rapper and actor from Long Beach, California.;;;https://www.youtube.com/embed/DI3yXg-sX5c;Long beach;;33.78444,-118.173652
Denzel curry;"producer;rapper";https://en.wikipedia.org/wiki/Denzel_Curry;;;Denzel Rae Don Curry (born February 16, 1995) is an American hip hop recording artist from Carol City, Florida.;;;https://www.youtube.com/embed/q8VO4Rm3ulw;Miami;Carol City;25.9413812,-80.2573833
MC Ren;rapper;https://en.wikipedia.org/wiki/MC_Ren;;;Lorenzo Jerald Patterson (born June 14, 1969), better known by his stage name MC Ren, is an American rapper from Compton, California.;;;https://www.youtube.com/embed/f_Axa_WaaEA;Los Angeles;Compton;33.8851198,-118.1992392
Young Thug;rapper;https://en.wikipedia.org/wiki/Young_Thug;;;Jeffery Lamar Williams (born August 16, 1991), best known professionally as Young Thug, is an American rapper from Atlanta, Georgia.;;;https://www.youtube.com/embed/RAzzv6Ks9nc;Atlanta;;33.524444,-84.354167
Gué Pequeno;"producer / dj;rapper";https://it.wikipedia.org/wiki/Gu%C3%A9_Pequeno;1997;1980-12-25;Cosimo Fini better know as Gué Pequeno, is an Italian rapper from Milan.;;;https://www.youtube.com/embed/zEaxjcBeDnU;Milano;;45.471562,9.15859
La Clinique;group;https://fr.wikipedia.org/wiki/La_Clinique;1995;;La Clinique is a French hiphop group originally created by Doc Gynéco and joined by Doom Décadent, Space L'Anesthésiste, Les Sales Gosses, Papillon, Charlie Waits and Psychologue.;2004;;https://www.youtube.com/watch?v=pk9T9f71e0k;Paris;;48.892194,2.363829
Zaytoven;producer / dj;https://en.wikipedia.org/wiki/Zaytoven;1997;1980-01-12;Xavier L. Dotson, professionally known as Zaytoven, is an American record producer and DJ from Atlanta, Georgia.;;;https://www.youtube.com/embed/bvLNDbYEGcs;Atlanta;;33.744399,-84.346758
Kekra;rapper;;2015;;Kekra is a french rapper from Courbevoie, Hauts-de-Seine.;;;https://www.youtube.com/embed/q28aDpTBrq0;Hauts-de-Seine;Courbevoie;48.902102,2.265845
Danger Mouse;producer / dj;https://en.wikipedia.org/wiki/Danger_Mouse_(musician);1998;1977-07-29;Brian Joseph Burton (born July 29, 1977), better known by his stage name Danger Mouse, is an American musician, songwriter and record producer.;;;https://www.youtube.com/embed/vq8hrg4rO2g;Athens;;33.955017,-83.380205
