,Title,Album,Artist,Release_Date,City,State,County,Country,Lyrics
191,That Thing is On,I'm Bout It (Original Motion Picture Soundtrack),Mo B. Dick,1997-05-20,Morgan City,[Chorus],If you wanna kick it with me tonight,I'll take you...,
192,Dana Dane Is Coming To Town,Christmas Rap,Dana Dane,1987-01-01,New York,[Verse 1],"That's right party people, Dana Dane is back!",Hur...,
193,Chester,Rollin' Wit Dana Dane,Dana Dane,1995-03-28,New York,[Intro: newscaster],Alan Morton for Lifestyle News,Out top ...,
194,Record Jock,Rollin' Wit Dana Dane,Dana Dane,1995-03-28,New York,Dana Dane,"Never gonna let you fade away, away",Dana Dane,Nev...
195,A Little Bit Of Dane Tonight,Dana Dane 4-Ever,Dana Dane,1990-11-11,New York,Funky,Funky,Funky (scratched),Funky (scratched)
196,Johnny the Dipper,Dana Dane 4-Ever,Dana Dane,1990-11-11,New York,"Johnny the Dipper, beware of your past","Johnny the Dipper, I...",,
197,Tales from the Dane Side,Dana Dane 4-Ever,Dana Dane,1990-11-11,New York,[Intro],In this starlit world of fame and fortune,Our reali...,
198,Dana Dane To It,Dana Dane 4-Ever,Dana Dane,1990-11-11,New York,[Hook],Dana Dane To It,Dana Dane To It,Dana Dane To It
199,Bedie Boo,Dana Dane 4-Ever,Dana Dane,1990-11-11,New York,Bedie Boo,Used to be so cute,Now you're kinda loose,"Yeah, I..."
200,Black to the Future,Just a Poet With Soul,Def Jef,1989-01-01,New York,(22 million black victims of Americanism are waking up),As...,,
201,Just A Poet,Just a Poet With Soul,Def Jef,1989-01-01,New York,[Produced by Def Jef],[Intro],"One two, one two",Yeah
202,Givin' 'em Rhythm,Just a Poet With Soul,Def Jef,1989-01-01,New York,[Verse 1],Now mind and body and soul make for,A true soul b...,
203,On The Real Tip,Just a Poet With Soul,Def Jef,1989-01-01,New York,(Aw yeah) (4X),(Everybody get down) (4X),Verse 1:,I give ...
204,Droppin' Rhymes On Drums,Just a Poet With Soul,Def Jef,1989-01-01,New York,[Intro],Etta: Drop it 'til your soul feel free...,Jef: Alri...,
205,I'm Chillin',Kingdom Blow,Kurtis Blow,1986-01-05,New York,[Chorus],"Chill out! Transformers, born to meet the skies",Tr...,
206,High School Rock,High School High (Music From and Inspired By the Motion Picture),KRS-One,1996-09-10,New York,New York,The Bronx,USA,"Wake up your mind black people, it's ill"
207,K. Murray Interlude,My Life,Mary J. Blige,1994-11-29,New York,[Keith Murray],"Ayo, catch this wordage bubonic plague",In yo...,
208,Can't Get You Off My Mind,Share My World,Mary J. Blige,1997-04-22,New York,Bridge:,"Whoa, whoa, whoa   (repeat 2 times)",Chorus:,Can't ...
209,Love is All We Need,Share My World,Mary J. Blige,1997-04-22,New York,"Whoa, love is all we need",Cause everybody needs love,Love ...,
210,I Can Love You,Share My World,Mary J. Blige,1997-04-22,New York,[Chorus: Mary J. Blige],"I can love you (I can love you), I ...",,
211,It's All About the Benjamins,Bad Boy Entertainment Fall 96 Sampler,Puff Daddy,1996-01-01,New York,[Verse 1: Puff Daddy],Now... what y'all wanna do?,Wanna be ...,
212,No Way Out,Money Talks: The Album,Puff Daddy,1997-08-12,New York,"Artist: Puff Daddy f/ Black Rob, Kelly Price",Album:  Money ...,,
213,Grand Groove,Tragedy: Saga of a Hoodlum,Tragedy Khadafi,1993-06-22,New York,Yeah,Check it out,Let's just sit back,And think about all ...
214,Cockroaches,I Need Drugs,Necro,1998-01-01,New York,[Verse One: Necro],Cockroaches,"Billions breeding, roaming a...",
215,Hoe Blow,I Need Drugs,Necro,1998-01-01,New York,"Doo doo sluts, uhh",The sex-pert.. check it,[Necro],I'm pul...
216,Fuck You to the Track,I Need Drugs,Necro,1998-01-01,New York,I wanna fuck you to death,And from the womb to the tomb,Spr...,
217,Your Fucking Head Split,I Need Drugs,Necro,1998-01-01,New York,[Intro: Necro],"Yo, yeah, uh",Yo this the shit right here,Yea...
218,I Need Drugs,I Need Drugs,Necro,1998-01-01,New York,"When I come home from work, I'm fiendin for an eight-ball",I...,,
219,Guaranteed Raw (Demo),Demo Tape,The Notorious B.I.G.,1991-01-01,New York,New York,Kings,USA,[Intro]
220,Microphone Murderer,Demo Tape,The Notorious B.I.G.,1991-01-01,New York,New York,Kings,USA,[Notorious B.I.G.]
221,I Get Wrecked,Do or Die,Tim Dog,1993-04-20,New York,Intro:,KRS One : Pop pop pop pop!,"KRS One : Go uptown, go u...",
222,Dog Baby,Bitch With a Perm,Tim Dog,1994-10-27,New York,Huh...yeah...,Comin back with that East Coast flavor...,199...,
223,Fuck Compton,Penicillin on Wax,Tim Dog,1991-11-12,New York,[Verse 1: Tim Dog],Oh shit motherfuckers step to the rear a...,,
224,NFL Shit,Penicillin on Wax,Tim Dog,1991-11-12,New York,[Sports Commentator],The Giants beat the 49ers 16-14,In the...,
225,Step to Me,Penicillin on Wax,Tim Dog,1991-11-12,New York,Step to me if you're ready for a beatdown,Swift wit my hand...,,
226,Butcher Shop,Road To The Riches,Kool G. Rap & DJ Polo,1988-01-01,New York,[I'm Kool G Rap,Their latest release (x2),I'm Kool G Rap......,
227,"She Loves Me, She Loves Me Not",Road To The Riches,Kool G. Rap & DJ Polo,1988-01-01,New York,[Kool G Rap:],Ah man,"Sad, sad song","Yo word Polo, broken hea..."
228,It's A Demo,Road To The Riches,Kool G. Rap & DJ Polo,1988-01-01,New York,[It's a demo] (x4),People in the audience—Kool G Rap is my...,,
229,Rhymes I Express,Road To The Riches,Kool G. Rap & DJ Polo,1988-01-01,New York,"Bass, snare drum in your eardrum","Musical outcome, lyrical t...",,
230,Road to the Riches,Road To The Riches,Kool G. Rap & DJ Polo,1988-01-01,New York,[Verse 1],When I was five years old I realized there was a ...,,
231,Trilogy of Terror,Road To The Riches,Kool G. Rap & DJ Polo,1988-01-01,New York,[Verse One],"I run rappers like races, cut 'em like razors",B...,
232,Truly Yours,Road To The Riches,Kool G. Rap & DJ Polo,1988-01-01,New York,[Intro],"Yeah here we go, just go with the flow",I wanna say ...,
233,Cold Cuts,Road To The Riches,Kool G. Rap & DJ Polo,1988-01-01,New York,[Intro: Marley Marl + (samples)],(“Kool G. Rap and…”),Yo ba...,
234,Erase Racism,Wanted: Dead Or Alive,Kool G. Rap & DJ Polo,1990-08-21,New York,[Intro: Biz Markie],"Yo V, bring that beat in",Yeah that's ai...,
235,"Play It Again, Polo",Wanted: Dead Or Alive,Kool G. Rap & DJ Polo,1990-08-21,New York,[Verse One],"Play it again Polo, cause I just can't stand st...",,
236,Talk Like Sex,Wanted: Dead Or Alive,Kool G. Rap & DJ Polo,1990-08-21,New York,[Chorus],"""Can't ya diggit, Honey?""","""Rated XXX""",[Verse 1]
237,Jive Talk,Wanted: Dead Or Alive,Kool G. Rap & DJ Polo,1990-08-21,New York,A letter to you suckers,Each and every one of you duck muth...,,
238,Play It Kool,Wanted: Dead Or Alive,Kool G. Rap & DJ Polo,1990-08-21,New York,"""Cool.."" -] Rakim (cut and scratched 3X by Polo)",[Kool G. ...,,
239,Riker's Island,Wanted: Dead Or Alive,Kool G. Rap & DJ Polo,1990-08-21,New York,[Intro],"Well listen to me, you young hoods, this is some ad...",,
240,The Polo Club,Wanted: Dead Or Alive,Kool G. Rap & DJ Polo,1990-08-21,New York,[Montage of samples],            ,          ,        ...
241,Streets of New York,Wanted: Dead Or Alive,Kool G. Rap & DJ Polo,1990-08-21,New York,[Verse 1],In the streets of New York,Dope fiends are leanin...,
242,Kool Is Back,Wanted: Dead Or Alive,Kool G. Rap & DJ Polo,1990-08-21,New York,"Boy come on get with this, cause you can't dis this",I'm bur...,,
243,Escobar '97,Men in Black - The Album,Nas,1997-07-01,New York,New York,Queens,USA,[Hook]
244,This is Sparky D's World,This is Sparky D's World,Sparky D,1988-09-28,New York,Wa-wa-wa-wa-way back in the days when rap was [scratching n...,,,
245,Live In Action,Demo Tape,The Notorious B.I.G.,1991-01-01,New York,New York,Kings,USA,Lyrics for this song have yet to be released. Please check ...
246,Rise 'n' Shine,Funke Funke Wisdom,Kool Moe Dee,1992-04-21,New York,[Intro: Kool Moe Dee],"And yes y'all, the sounds that you he...",,
247,How Kool Can One Blackman Be,Funke Funke Wisdom,Kool Moe Dee,1992-04-21,New York,[Intro],"Yeah, yeah, yeah",[Verse 1],"Ice water, watch your d..."
248,Funke Wisdom,Funke Funke Wisdom,Kool Moe Dee,1992-04-21,New York,Wisdom,"Funke, funke, funke","Funke, funke, funke...",Funke f...
249,To the Beat Y'all,Funke Funke Wisdom,Kool Moe Dee,1992-04-21,New York,To the beat...,(To the beat y'all,To the beat y'all,To the...
250,Live to Regret,Set It Off (Original Soundtrack),Busta Rhymes,1996-09-24,New York,New York,Nassau,USA,Artist: Busta Rhymes
251,A Pimp's a Pimp,Confessions of Fire,Cam'ron,1998-01-01,New York,New York,Manhattan,USA,[Hook] [Jermaine Dupri]
252,Me and My Boo,Confessions of Fire,Cam'ron,1998-01-01,New York,New York,Manhattan,USA,[Man]
253,Who's Nice,Confessions of Fire,Cam'ron,1998-01-01,New York,New York,Manhattan,USA,[Cam'ron]
254,"Me, My Moms & Jimmy",Confessions of Fire,Cam'ron,1998-01-01,New York,New York,Manhattan,USA,Take your time young man
255,Horse & Carriage,Confessions of Fire,Cam'ron,1998-01-01,New York,New York,Manhattan,USA,[Verse 1: Cam'ron]
256,357,Confessions of Fire,Cam'ron,1998-01-01,New York,New York,Manhattan,USA,[Intro]
257,Fuck You,Confessions of Fire,Cam'ron,1998-01-01,New York,New York,Manhattan,USA,Mase:
258,Wrong Ones,Confessions of Fire,Cam'ron,1998-01-01,New York,New York,Manhattan,USA,[Phone Conversation]
259,Rockin' and Rollin',Confessions of Fire,Cam'ron,1998-01-01,New York,New York,Manhattan,USA,[Verse 1]
260,East Coast Funk,"You Can Be a Daddy, But Never Daddy-O",Daddy-O,1993-10-28,East New York,{Don't worry about it..},[Daddy-O],Yeah.. whassup niggas? ...,
261,DAT vs DJ,"You Can Be a Daddy, But Never Daddy-O",Daddy-O,1993-10-28,East New York,This is the DAT,"*thin, weak sounding track*","""Break it down ...",
262,Buc Buc Buk,"You Can Be a Daddy, But Never Daddy-O",Daddy-O,1993-10-28,East New York,{*police siren*},[Cop]	License and registration please,	Ste...,
263,Flowin in File,"You Can Be a Daddy, But Never Daddy-O",Daddy-O,1993-10-28,East New York,Never has it been so sweet to your ear,So lend it here and ...,,
264,Intro Joint,"You Can Be a Daddy, But Never Daddy-O",Daddy-O,1993-10-28,East New York,"Daddy-O, Daddy-O from Stet?",	Word black!,"C'mon man, you bug...",
265,"Swung it, Blunted, Brung It","You Can Be a Daddy, But Never Daddy-O",Daddy-O,1993-10-28,East New York,"1- ""My style is fat, so I swung it, blunted",The riggedy ruf...,,
266,Come for Mine,"You Can Be a Daddy, But Never Daddy-O",Daddy-O,1993-10-28,East New York,[Daddy-O],One nine nine to three,And I wonder what kind of ...,
267,Brooklyn Bounce,"You Can Be a Daddy, But Never Daddy-O",Daddy-O,1993-10-28,East New York,[Daddy-O],"I'm comin with the bomb, so watch me begin to exp...",,
268,Get Down (Q-Tip Remix),Get Down (Remix),Craig Mack,1995-01-01,New York,[Intro: Craig Mack],Ahhhhh hah,[Verse 1: Craig Mack],Now w...
269,Jockin My Style,Operation: Get Down,Craig Mack,1997-06-24,New York,Here comes a rhyme in your ear Craig Mack is here so have n...,,,
270,Not That Nigga,Mystikal,Mystikal,1994-06-14,New Orleans,[Verse 1],I'm not really the type of nigga to play the gang...,,
271,That Nigga Ain't Shit!,Mystikal,Mystikal,1994-06-14,New Orleans,Nigga you ain't shit,I woke up this morning dick rock hard...,,
272,Dedicated to Michelle Tyler,Mystikal,Mystikal,1994-06-14,New Orleans,*A brief tone*,(Mystikal),"Miss Michelle Tyler:  Sweet, bea...",
273,Mr. Hood Critic,Mystikal,Mystikal,1994-06-14,New Orleans,[G-Quikk],Unh....yeah...,I got that Boot Camp Clicc in this...,
274,Not That Nigga (Remix),Mystikal,Mystikal,1994-06-14,New Orleans,[Verse 1],I'm not really the type of nigga to play the gang...,,
275,Smoke Something,Mystikal,Mystikal,1994-06-14,New Orleans,[Mystikal],Smoke something niggas,This one go out to all th...,
276,Mind of Mystikal,Mystikal,Mystikal,1994-06-14,New Orleans,(laughing),Walking through the mind of Mystikal,No holds ba...,
277,Y'all Ain't Ready Yet,Mystikal,Mystikal,1994-06-14,New Orleans,[Intro: Precise],"Man, them niggas can't fuck with you, man,...",,
278,Never Gonna Bounce (The Dream),Mind of Mystikal,Mystikal,1995-10-10,New Orleans,Y'all bitches... get cha mind right,Get cha get cha mind ri...,,
279,Out That Boot Camp Clicc,Mind of Mystikal,Mystikal,1995-10-10,New Orleans,Chorus: Mystikal,Bitch I'm out that Boot Camp Clicc,Bitch ...,
280,Here I Go,Mind of Mystikal,Mystikal,1995-10-10,New Orleans,[Intro],[Bridge],I know y'all niggas ain't fucking with me...,
281,What Cha Think,I'm Bout It (Original Motion Picture Soundtrack),Mystikal,1997-05-20,New Orleans,Time to get with ya,What ya think nigga,Time to get with ya...,
282,Neva Go Back,Revelations,Special Ed,1995-06-13,New York,[Verse 1],"I'm gettin' restless, what guest list?",I'm rushin...,
283,It's Only Gettin' Worse,Revelations,Special Ed,1995-06-13,New York,[Verse 1],Aight,"The mic sound right so set it, what",When I'...
284,Freaky Flow,Revelations,Special Ed,1995-06-13,New York,[Verse One],My flow is vivid,I give it two-hundred percent,...
285,Rough 2 the Endin',Revelations,Special Ed,1995-06-13,New York,(Rough till the endin),(Till the endin)			--] Big Daddy Kan...,,
286,Everyday Iza Gunshot,Revelations,Special Ed,1995-06-13,New York,[Verse 1: Bounty Killer],Since way back when,Fucking up shi...,
287,We Rule,Revelations,Special Ed,1995-06-13,New York,[ VERSE 1 ],I got somethin for sucker MC's,Rhymes so dope t...,
288,I Miss You (Come Back Home) (Remix),Moods...Moments,Monifah,1996-11-28,New York,[AZ],I heard the word about you and that cat,"Him trickin, p...",
289,Magnolia Shorty,Monkey on tha D$ck,Magnolia Shorty,1997-03-26,New Orleans,[Ominous Voice],Magnolia  SHORTY!!!!,Magnolia  SHORTY!!!!,...
290,"Jane, Stop This Crazy Thing!",Down By Law,MC Shan,1988-01-01,New York,"(Jane, stop this crazy thing!)	(2x)",She was this girl that...,,
291,Left Me Lonely,Down By Law,MC Shan,1988-01-01,New York,[Intro: MC Shan],She used to tell me that she loved me all ...,,
292,A Mind is a Terrible Thing to Waste,Colors (Original Motion Picture Soundtrack),MC Shan,1988-01-01,New York,Gangs usually roll as a savage pack,"Once sworn in, there's ...",,
293,Feelin' Kinda Horny,Bad Sister,Roxanne Shanté,1989-02-16,New York,[Intro],(This is definitely happening),Ladies and gentlemen...,
294,My Girl (Hey-Hey-Hey),The Godfather of Rap,Spoonie Gee,1989-01-01,New York,[Verse 1],"Just look at you, as you walk down the street",Whi...,
295,Did You Come to Party,The Godfather of Rap,Spoonie Gee,1989-01-01,New York,Party,(Did you come to party?),(Did you come to party-part...,
296,I'm All Shook Up,The Godfather of Rap,Spoonie Gee,1989-01-01,New York,"Kick it for me one time, Ted",Now that's it,I like that,(...
297,Spoonie Gee,The Godfather of Rap,Spoonie Gee,1989-01-01,New York,[ VERSE 1 ],"Now girls call me lover, sometimes the rhyme sa...",,
298,Mighty Mike Tyson,The Godfather of Rap,Spoonie Gee,1989-01-01,New York,(Mighty mighty),Now,I'm gonna tell you a little story 'bou...,
299,Spoonin' Rap,"Sounds Of New York, U.S.A. Volume 1 - The Big Break Rapper Party",Spoonie Gee,1994-01-01,New York,(Intro),You say,One for the treble,Two for the time
300,Food For Thoughts,Once Upon a Time in America,Smoothe Da Hustler,1995-06-13,New York,The question is why the answer what makes,If u wants my opi...,,
301,Broken Language,Once Upon a Time in America,Smoothe Da Hustler,1995-06-13,New York,[Verse 1: Trigger Tha Gambler],"Uh, base your eyes on the gu...",,
302,Fuck Whatcha Heard,Once Upon a Time in America,Smoothe Da Hustler,1995-06-13,New York,Intro: Trigger,Hill Playaz Clique; live and direct; STRICT...,,
303,Mundo Artificial,Dos Tiempos Bajo Un Mismo Tono,Vico C,1994-11-11,New York,Artist: Vico-C,Album:  Mision: La Cima,Song:   Mundo Artifi...,
304,Me Acuerdo,Dos Tiempos Bajo Un Mismo Tono,Vico C,1994-11-11,New York,He aquí mi presencia,Pues he prometido que venia a verte au...,,
305,Ice Cream Dream,Mo' Money (Original Motion Picture Soundtrack),MC Lyte,1992-02-14,New York,New York,Kings,USA,[Intro]
306,Druglord Superstar,Bad As I Wanna B,MC Lyte,1996-04-23,New York,New York,Kings,USA,"Got a new gig, here you come again kid"
307,Cold Rock A Party (Bad Boy Remix),Bad As I Wanna B,MC Lyte,1996-04-23,New York,New York,Kings,USA,[Puff Daddy]
308,TRG (The Rap Game),Bad As I Wanna B,MC Lyte,1996-04-23,New York,New York,Kings,USA,TRG we making that cream
309,Keep On Keepin' On,Bad As I Wanna B,MC Lyte,1996-04-23,New York,New York,Kings,USA,[Verse 1]
310,Cold Rock a Party,Bad As I Wanna B,MC Lyte,1996-04-23,New York,New York,Kings,USA,[Intro]
311,Secret Fantasies,Penicillin on Wax,Tim Dog,1991-11-12,New York,[*girl moans*],"""Fuck me just like you fucked her in the mov...",,
312,Patriotic Pimp,Penicillin on Wax,Tim Dog,1991-11-12,New York,"I'm a rebel, a stone not a pebble",But some say that's a sig...,,
313,I Ain't Takin' No Shorts,Penicillin on Wax,Tim Dog,1991-11-12,New York,[Intro - Old Radio Reel],I'm at a hard rock concert at Prov...,,
314,Goin' Wild In The Penile,Penicillin on Wax,Tim Dog,1991-11-12,New York,Hey yo what's up Kool Keith?,Oh shit my nigga Tim Dog!,Oh s...,
315,Who Makes The Loot?,"Heavy Rhyme Experience, Volume 1",Grand Puba,1992-10-20,New Rochelle,"* DJ cut n scratch: ""Everybody's talkin bout the"" * (Grand ...",,,
316,Mundo Artificial,Mision: La Cima,Vico C,1990-11-11,New York,Artist: Vico-C,Album:  Mision: La Cima,Song:   Mundo Artifi...,
317,Me Acuerdo,Mision: La Cima,Vico C,1990-11-11,New York,He aquí mi presencia,Pues he prometido que venia a verte au...,,
318,El Filosofo,Mision: La Cima,Vico C,1990-11-11,New York,Artist: Vico-C,Album:  Mision: La Cima,Song:   El Filosofo,...
319,La Recta Final,Dos Tiempos Bajo Un Mismo Tono,Vico C,1994-11-11,New York,"Habro los ojos, me levanto leo el vocero",Y el porciento de ...,,
320,El Amor Existe,Dos Tiempos Bajo Un Mismo Tono,Vico C,1994-11-11,New York,Era una noche extrana tambien silenciosa,La nieve caia se v...,,
321,B.I.B.L.E. (Basic Instructions Before Leaving Earth),Heavy Mental,GZA,1995-11-07,New York,[Intro: Killah Priest],The Basic Instructions Before Leavin...,,
322,Don't Be a 304,Trespass: Music From the Motion Picture,AMG,1992-04-27,New York,[AMG],Yeah.. whassup y'all?,It's a 304 thing baby,Snatchin ...
323,Black Family Day,Pump Ya Fist (Hip Hop Inspired By The Black Panthers),Grand Puba,1995-04-10,New Rochelle,(Well my beloved black brothers and sisters,It is time for ...,,
324,Fat Rat,Strictly Business (Original Motion Picture Soundtrack),Grand Puba,1991-01-01,New Rochelle,[Chorus],"""Over like a fat, RAAAT""","""You can't deny it""","""So n..."
325,One in a Million (Remix),Sprung: Music From And Inspired By The Motion Picture,Aaliyah,1997-04-29,New York,[Aaliyah] (Timbaland),"(hmm, what, uh) love me babe (remix, ...",,
326,Are You Ready?,Sunset Park (Soundtrack),Aaliyah,1996-04-23,New York,[Refrain],"Represent for the ladies, hangin' outside, takin'...",,
327,Jesse,The Sugar Hill Records Story,Grandmaster Melle Mel,1997-05-01,New York,[Melle Mel],Hypocrites and Uncle Toms are talkin trash,(Let...,
328,Vice,Miami Vice: Music From The Television Series,Grandmaster Melle Mel,1985-10-26,New York,(conversation of Busy Bee arguing with a cop about a stolen...,,,
329,Cold World (RZA mix),Ménage à 3,GZA,1995-09-12,New York,Intro: (first three lines LP only),I had a bad dream,Don't...,
